SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 12-Feb-2021, 38.95, 39.65, 39.90, 37.70, 38.20, 38.25, 38.96, 265219, 103.33, 1160, 141196, 53.24
21STCENMGM, EQ, 12-Feb-2021, 12.05, 12.25, 12.25, 12.25, 12.25, 12.25, 12.25, 14565, 1.78, 33, 14565, 100.00
3IINFOTECH, EQ, 12-Feb-2021, 6.60, 6.90, 6.90, 6.90, 6.90, 6.90, 6.90, 959621, 66.21, 819, 959621, 100.00
3MINDIA, EQ, 12-Feb-2021, 20963.25, 20800.00, 21035.85, 20675.00, 20702.00, 20710.90, 20777.22, 2154, 447.54, 1137, 999, 46.38
3PLAND, EQ, 12-Feb-2021, 9.50, 9.90, 9.90, 9.45, 9.45, 9.50, 9.63, 12059, 1.16, 94, 6414, 53.19
509GS2022, GS, 12-Feb-2021, 79.04, 75.11, 82.99, 75.11, 82.99, 82.99, 75.28, 46, 0.03, 2, 46, 100.00
5PAISA, EQ, 12-Feb-2021, 252.05, 256.90, 258.50, 250.65, 253.60, 252.85, 255.24, 23789, 60.72, 694, 13211, 55.53
619GS2034, GS, 12-Feb-2021, 99.50, 99.50, 99.50, 99.50, 99.50, 99.50, 99.50, 200, 0.20, 2, 200, 100.00
63MOONS, EQ, 12-Feb-2021, 78.10, 79.90, 84.20, 78.00, 82.80, 82.70, 82.20, 199490, 163.99, 2539, 119680, 59.99
667GS2050, GS, 12-Feb-2021, 103.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 160, 0.16, 1, 160, 100.00
68GS2060, GS, 12-Feb-2021, 110.40, 108.00, 108.00, 108.00, 108.00, 108.00, 108.00, 200, 0.22, 1, 200, 100.00
757GS2033, GS, 12-Feb-2021, 111.20, 111.60, 112.50, 105.70, 105.70, 105.70, 110.55, 64, 0.07, 5, 60, 93.75
824GS2027, GS, 12-Feb-2021, 112.00, 112.00, 112.00, 112.00, 112.00, 112.00, 112.00, 100, 0.11, 2, 100, 100.00
A2ZINFRA, EQ, 12-Feb-2021, 4.20, 4.20, 4.55, 4.15, 4.45, 4.45, 4.32, 443660, 19.17, 429, 319897, 72.10
AAKASH, BE, 12-Feb-2021, 110.45, 110.50, 115.95, 109.20, 111.00, 112.20, 111.73, 10230, 11.43, 151, -, -
AARON, EQ, 12-Feb-2021, 55.75, 55.90, 61.10, 53.95, 58.60, 58.10, 58.15, 23592, 13.72, 248, 15253, 64.65
AARTIDRUGS, EQ, 12-Feb-2021, 662.15, 662.25, 668.70, 652.50, 654.00, 656.00, 660.14, 227265, 1500.26, 10846, 117608, 51.75
AARTIIND, EQ, 12-Feb-2021, 1209.20, 1211.95, 1237.00, 1205.00, 1210.05, 1214.15, 1222.38, 322784, 3945.63, 15985, 124331, 38.52
AARTISURF, EQ, 12-Feb-2021, 908.20, 908.25, 917.95, 889.00, 899.00, 895.80, 900.82, 18401, 165.76, 2325, 11894, 64.64
AARVEEDEN, EQ, 12-Feb-2021, 20.40, 20.35, 20.80, 18.70, 18.80, 18.95, 19.12, 70333, 13.45, 454, 56706, 80.63
AARVI, EQ, 12-Feb-2021, 44.15, 47.50, 47.50, 44.45, 46.15, 46.65, 46.31, 22017, 10.20, 264, 14014, 63.65
AAVAS, EQ, 12-Feb-2021, 2364.55, 2370.00, 2370.00, 2277.10, 2300.00, 2300.20, 2328.92, 95779, 2230.61, 11775, 44748, 46.72
ABAN, EQ, 12-Feb-2021, 29.05, 29.00, 29.45, 28.65, 28.70, 28.95, 29.05, 85679, 24.89, 542, 50496, 58.94
ABB, EQ, 12-Feb-2021, 1423.35, 1429.00, 1480.00, 1425.60, 1471.90, 1466.85, 1450.61, 224960, 3263.28, 20241, 125057, 55.59
ABBOTINDIA, EQ, 12-Feb-2021, 14434.55, 14400.00, 14460.00, 14375.00, 14438.70, 14439.10, 14424.75, 12309, 1775.54, 3229, 8094, 65.76
ABCAPITAL, EQ, 12-Feb-2021, 89.05, 89.35, 89.70, 88.15, 88.55, 88.70, 88.95, 1305619, 1161.33, 7517, 453516, 34.74
ABFRL, EQ, 12-Feb-2021, 167.85, 168.60, 168.85, 164.50, 166.85, 166.45, 166.50, 1456945, 2425.87, 13663, 399041, 27.39
ABINFRA, SM, 12-Feb-2021, 7.25, 7.25, 7.25, 6.90, 6.90, 6.90, 6.99, 16000, 1.12, 4, 12000, 75.00
ABMINTLTD, EQ, 12-Feb-2021, 40.75, 42.75, 42.75, 42.75, 42.75, 42.75, 42.75, 765, 0.33, 10, 765, 100.00
ABSLBANETF, EQ, 12-Feb-2021, 355.63, 356.54, 358.77, 356.10, 358.77, 358.77, 357.28, 2363, 8.44, 5, 1363, 57.68
ABSLNN50ET, EQ, 12-Feb-2021, 330.95, 338.00, 347.00, 331.15, 344.00, 344.00, 346.31, 524, 1.81, 23, 514, 98.09
ABSLRIF6RG, MF, 12-Feb-2021, 7.99, 8.43, 8.43, 8.06, 8.06, 8.06, 8.07, 503, 0.04, 4, 503, 100.00
ACC, EQ, 12-Feb-2021, 1775.95, 1751.00, 1813.60, 1716.10, 1763.55, 1765.75, 1772.21, 3673122, 65095.43, 109772, 795063, 21.65
ACCELYA, EQ, 12-Feb-2021, 905.70, 915.00, 930.00, 901.05, 905.00, 910.00, 913.10, 8736, 79.77, 1084, 2956, 33.84
ACCURACY, EQ, 12-Feb-2021, 55.85, 58.25, 58.25, 53.10, 55.00, 55.05, 54.65, 36891, 20.16, 222, 29056, 78.76
ACE, EQ, 12-Feb-2021, 162.20, 163.00, 164.85, 161.80, 164.00, 164.40, 163.89, 332392, 544.77, 2698, 146829, 44.17
ACRYSIL, EQ, 12-Feb-2021, 253.20, 265.85, 265.85, 243.00, 265.85, 265.85, 262.51, 256314, 672.84, 2108, 163586, 63.82
