SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
1018GS2026, GS, 19-Feb-2021, 94.51, 94.51, 94.51, 94.51, 94.51, 94.51, 94.51, 1, 0.00, 1, 1, 100.00
20MICRONS, EQ, 19-Feb-2021, 36.65, 37.25, 37.70, 36.55, 36.80, 36.85, 37.09, 127632, 47.34, 862, 69215, 54.23
21STCENMGM, EQ, 19-Feb-2021, 12.15, 12.35, 12.35, 11.95, 11.95, 12.00, 12.10, 7654, 0.93, 57, 5721, 74.75
3IINFOTECH, EQ, 19-Feb-2021, 6.90, 6.90, 6.90, 6.60, 6.60, 6.60, 6.63, 14764647, 979.42, 14148, 9607200, 65.07
3MINDIA, EQ, 19-Feb-2021, 21802.70, 21711.00, 21900.00, 21481.00, 21794.00, 21707.35, 21732.94, 3462, 752.39, 1614, 1801, 52.02
3PLAND, EQ, 19-Feb-2021, 9.70, 9.75, 9.95, 9.25, 9.25, 9.25, 9.49, 14001, 1.33, 120, 10761, 76.86
5PAISA, EQ, 19-Feb-2021, 256.45, 259.00, 265.00, 255.30, 258.00, 257.75, 260.20, 25724, 66.93, 1213, 15164, 58.95
622GS2035, GS, 19-Feb-2021, 100.65, 100.65, 100.65, 100.65, 100.65, 100.65, 100.65, 200, 0.20, 1, 200, 100.00
63MOONS, EQ, 19-Feb-2021, 80.40, 80.00, 82.00, 78.50, 78.85, 79.10, 80.28, 71042, 57.03, 1492, 48120, 67.73
68GS2060, GS, 19-Feb-2021, 108.00, 102.65, 102.65, 102.65, 102.65, 102.65, 102.65, 100, 0.10, 5, 100, 100.00
706GS2046, GS, 19-Feb-2021, 105.00, 105.00, 105.00, 105.00, 105.00, 105.00, 105.00, 100, 0.11, 1, 100, 100.00
772GS2055, GS, 19-Feb-2021, 110.20, 110.00, 111.00, 110.00, 110.00, 110.00, 110.04, 12847, 14.14, 19, 12847, 100.00
A2ZINFRA, EQ, 19-Feb-2021, 4.20, 4.25, 4.30, 4.20, 4.25, 4.25, 4.25, 229350, 9.74, 267, 168740, 73.57
AAKASH, BE, 19-Feb-2021, 117.00, 117.50, 119.00, 115.00, 119.00, 119.00, 118.29, 10228, 12.10, 146, -, -
AARON, EQ, 19-Feb-2021, 61.05, 62.30, 63.90, 58.10, 60.05, 59.60, 62.06, 5302, 3.29, 144, 3292, 62.09
AARTIDRUGS, EQ, 19-Feb-2021, 650.80, 651.90, 659.95, 638.65, 645.00, 642.60, 647.85, 310752, 2013.22, 13062, 141188, 45.43
