SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 18-Mar-2021, 37.90, 38.30, 38.30, 36.25, 36.90, 36.80, 37.30, 72000, 26.86, 637, 43996, 61.11
21STCENMGM, EQ, 18-Mar-2021, 13.75, 14.00, 14.00, 14.00, 14.00, 14.00, 14.00, 950, 0.13, 10, 950, 100.00
3IINFOTECH, EQ, 18-Mar-2021, 8.05, 7.75, 8.25, 7.65, 7.65, 7.65, 7.90, 17044644, 1346.27, 46804, 7838636, 45.99
3MINDIA, EQ, 18-Mar-2021, 27961.85, 28220.00, 28434.70, 26700.00, 27630.00, 27556.45, 27715.88, 5536, 1534.35, 3652, 2597, 46.91
3PLAND, EQ, 18-Mar-2021, 9.10, 9.50, 9.50, 8.60, 8.95, 8.95, 9.03, 4494, 0.41, 74, 4228, 94.08
5PAISA, EQ, 18-Mar-2021, 276.25, 282.85, 282.85, 267.90, 269.40, 269.75, 275.52, 16083, 44.31, 443, 8951, 55.66
63MOONS, EQ, 18-Mar-2021, 76.70, 78.00, 78.30, 75.00, 75.80, 75.80, 76.78, 63499, 48.76, 934, 36564, 57.58
68GS2060, GS, 18-Mar-2021, 107.10, 107.00, 108.20, 106.80, 108.20, 107.42, 107.25, 1330, 1.43, 9, 1330, 100.00
716GS2050, GS, 18-Mar-2021, 114.50, 120.00, 120.00, 120.00, 120.00, 120.00, 120.00, 1, 0.00, 1, 1, 100.00
719GS2060, GS, 18-Mar-2021, 107.00, 107.00, 107.00, 107.00, 107.00, 107.00, 107.00, 198, 0.21, 2, 198, 100.00
A2ZINFRA, EQ, 18-Mar-2021, 3.95, 4.00, 4.05, 3.80, 3.85, 3.85, 3.92, 264377, 10.36, 373, 189933, 71.84
AAATECH, SM, 18-Mar-2021, 42.00, 43.00, 43.00, 43.00, 43.00, 43.00, 43.00, 72000, 30.96, 8, 72000, 100.00
AAKASH, BE, 18-Mar-2021, 129.75, 127.00, 130.50, 127.00, 129.00, 129.00, 128.06, 11267, 14.43, 88, -, -
AARON, EQ, 18-Mar-2021, 63.60, 63.60, 63.90, 58.50, 58.50, 59.15, 60.62, 1850, 1.12, 104, 1145, 61.89
AARTIDRUGS, EQ, 18-Mar-2021, 680.50, 682.40, 689.00, 668.00, 687.00, 683.30, 678.41, 409208, 2776.11, 13858, 153895, 37.61
AARTIIND, EQ, 18-Mar-2021, 1288.90, 1288.00, 1304.00, 1232.50, 1235.00, 1240.75, 1264.77, 119276, 1508.57, 8125, 46680, 39.14
AARTISURF, EQ, 18-Mar-2021, 954.45, 985.00, 985.00, 935.00, 943.50, 939.70, 953.12, 8097, 77.17, 1487, 4979, 61.49
AARVEEDEN, EQ, 18-Mar-2021, 17.50, 17.20, 18.45, 17.00, 17.35, 17.35, 17.37, 11275, 1.96, 79, 9319, 82.65
AARVI, EQ, 18-Mar-2021, 52.75, 54.15, 54.15, 52.00, 52.00, 52.00, 53.14, 5453, 2.90, 82, 5016, 91.99
AAVAS, EQ, 18-Mar-2021, 2225.90, 2247.75, 2247.75, 2190.00, 2191.00, 2205.55, 2213.55, 46501, 1029.32, 9954, 27912, 60.02
ABAN, EQ, 18-Mar-2021, 35.80, 36.10, 36.10, 34.05, 34.05, 34.05, 34.40, 108395, 37.29, 873, 85256, 78.65
ABB, EQ, 18-Mar-2021, 1439.75, 1454.85, 1467.55, 1416.15, 1425.00, 1427.30, 1441.31, 45465, 655.29, 8766, 13082, 28.77
ABBOTINDIA, EQ, 18-Mar-2021, 14731.40, 14725.00, 14783.20, 14400.00, 14500.00, 14484.80, 14571.33, 8180, 1191.93, 2909, 4752, 58.09
ABCAPITAL, EQ, 18-Mar-2021, 125.75, 128.70, 130.50, 121.55, 125.75, 124.60, 126.05, 3157114, 3979.48, 30066, 1118007, 35.41
ABFRL, EQ, 18-Mar-2021, 204.80, 206.05, 215.00, 199.10, 205.60, 202.75, 205.78, 3001514, 6176.51, 46141, 1417149, 47.21
ABFRLPP1, E1, 18-Mar-2021, 175.85, 180.00, 184.85, 165.15, 170.00, 169.75, 171.87, 15333, 26.35, 409, 12092, 78.86
ABINFRA, SM, 18-Mar-2021, 6.65, 6.95, 6.95, 6.95, 6.95, 6.95, 6.95, 40000, 2.78, 9, 40000, 100.00
ABMINTLTD, EQ, 18-Mar-2021, 58.45, 60.50, 61.35, 55.55, 56.50, 56.05, 56.72, 1379, 0.78, 41, 1161, 84.19
ABSLBANETF, EQ, 18-Mar-2021, 341.43, 343.80, 345.90, 332.81, 335.33, 335.18, 341.16, 1279, 4.36, 47, 1057, 82.64
ABSLNN50ET, EQ, 18-Mar-2021, 347.32, 347.00, 369.99, 347.00, 368.50, 366.46, 355.28, 91, 0.32, 29, 81, 89.01
ABSLRIF6RG, MF, 18-Mar-2021, 8.41, 8.40, 8.41, 8.27, 8.27, 8.31, 8.35, 84480, 7.05, 115, 84480, 100.00
ACC, EQ, 18-Mar-2021, 1727.65, 1744.95, 1749.00, 1711.05, 1727.45, 1731.75, 1735.81, 933344, 16201.12, 22927, 451849, 48.41
ACCELYA, EQ, 18-Mar-2021, 882.90, 883.75, 895.40, 875.45, 883.00, 881.40, 881.74, 1830, 16.14, 253, 1161, 63.44
ACCURACY, EQ, 18-Mar-2021, 52.25, 52.25, 54.85, 51.10, 54.30, 53.90, 54.12, 20182, 10.92, 119, 14731, 72.99
ACE, EQ, 18-Mar-2021, 165.35, 167.70, 168.30, 148.85, 153.85, 154.30, 157.27, 807619, 1270.16, 13344, 534733, 66.21
ACRYSIL, EQ, 18-Mar-2021, 331.45, 337.60, 344.75, 314.90, 322.95, 319.50, 322.68, 68724, 221.76, 2494, 40183, 58.47
ADANIENT, EQ, 18-Mar-2021, 873.90, 876.00, 891.00, 857.75, 874.80, 871.05, 877.32, 4465851, 39179.87, 56225, 572045, 12.81
