SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 19-Jan-2021, 36.90, 37.75, 38.50, 36.50, 38.00, 37.65, 37.76, 124062, 46.85, 1048, 62462, 50.35
21STCENMGM, EQ, 19-Jan-2021, 10.85, 10.70, 11.05, 10.70, 11.05, 11.05, 10.96, 1287, 0.14, 8, 1287, 100.00
3IINFOTECH, EQ, 19-Jan-2021, 8.40, 8.50, 8.70, 8.05, 8.40, 8.40, 8.39, 18025104, 1511.70, 15398, 8735047, 48.46
3MINDIA, EQ, 19-Jan-2021, 21238.70, 21500.00, 21634.20, 21206.30, 21450.00, 21464.20, 21486.86, 5281, 1134.72, 2948, 2883, 54.59
3PLAND, EQ, 19-Jan-2021, 10.20, 10.65, 10.65, 9.70, 10.00, 10.00, 10.03, 3007, 0.30, 57, 2455, 81.64
509GS2022, GS, 19-Jan-2021, 92.00, 87.45, 87.45, 87.45, 87.45, 87.45, 87.45, 1, 0.00, 1, 1, 100.00
5PAISA, EQ, 19-Jan-2021, 288.70, 296.00, 307.80, 295.45, 306.50, 305.75, 303.08, 50936, 154.38, 1835, 25337, 49.74
63MOONS, BE, 19-Jan-2021, 80.60, 80.00, 80.90, 78.30, 79.80, 79.90, 79.12, 50836, 40.22, 313, -, -
726GS2029, GS, 19-Jan-2021, 101.00, 105.00, 105.00, 103.70, 103.70, 103.70, 103.83, 100, 0.10, 2, 100, 100.00
757GS2033, GS, 19-Jan-2021, 111.25, 110.00, 110.00, 110.00, 110.00, 110.00, 110.00, 1, 0.00, 1, 1, 100.00
763GS2059, GS, 19-Jan-2021, 113.50, 113.50, 113.50, 113.50, 113.50, 113.50, 113.50, 300, 0.34, 7, 300, 100.00
772GS2055, GS, 19-Jan-2021, 116.00, 111.00, 116.00, 111.00, 116.00, 116.00, 115.46, 10, 0.01, 3, 9, 90.00
8KMILES, BE, 19-Jan-2021, 81.50, 81.50, 85.00, 81.50, 83.40, 84.15, 83.40, 70463, 58.77, 486, -, -
A2ZINFRA, EQ, 19-Jan-2021, 5.00, 5.05, 5.15, 4.90, 4.95, 4.95, 5.02, 511269, 25.67, 422, 293239, 57.36
AAKASH, EQ, 19-Jan-2021, 87.10, 89.90, 92.65, 88.15, 92.65, 92.30, 92.06, 53191, 48.97, 657, 22129, 41.60
AARON, EQ, 19-Jan-2021, 51.40, 51.40, 51.80, 50.10, 51.00, 51.00, 50.83, 634, 0.32, 18, 320, 50.47
AARTIDRUGS, EQ, 19-Jan-2021, 697.40, 700.00, 708.80, 700.00, 702.80, 702.20, 703.94, 145031, 1020.93, 6650, 67426, 46.49
AARTIIND, EQ, 19-Jan-2021, 1226.25, 1225.00, 1242.00, 1220.45, 1234.30, 1235.20, 1233.96, 283539, 3498.77, 10382, 202834, 71.54
AARTISURF, EQ, 19-Jan-2021, 943.30, 960.00, 990.00, 940.50, 946.00, 946.45, 953.92, 9551, 91.11, 967, 5656, 59.22
AARVEEDEN, BE, 19-Jan-2021, 20.50, 20.90, 21.50, 20.25, 21.50, 21.50, 21.40, 112671, 24.11, 177, -, -
AARVI, EQ, 19-Jan-2021, 45.75, 45.75, 48.45, 45.20, 47.75, 47.15, 46.69, 9438, 4.41, 132, 3548, 37.59
AAVAS, EQ, 19-Jan-2021, 1917.05, 1910.00, 1960.80, 1872.15, 1904.90, 1902.65, 1928.96, 126910, 2448.04, 9614, 90132, 71.02
ABAN, BE, 19-Jan-2021, 29.25, 29.20, 30.00, 28.90, 29.35, 29.50, 29.46, 32549, 9.59, 258, -, -
ABB, EQ, 19-Jan-2021, 1344.50, 1344.00, 1419.00, 1343.00, 1396.00, 1391.25, 1396.41, 715853, 9996.24, 47477, 228362, 31.90
ABBOTINDIA, EQ, 19-Jan-2021, 14748.65, 14844.65, 14922.00, 14568.00, 14590.00, 14601.70, 14705.89, 27878, 4099.71, 9825, 18682, 67.01
ABCAPITAL, EQ, 19-Jan-2021, 89.65, 90.55, 92.15, 90.05, 91.00, 91.40, 91.04, 2176961, 1981.84, 11423, 745787, 34.26
ABFRL, EQ, 19-Jan-2021, 170.15, 172.00, 175.90, 170.55, 173.50, 174.05, 173.18, 2032970, 3520.62, 9241, 1483343, 72.96
ABINFRA, SM, 19-Jan-2021, 8.50, 8.10, 8.10, 8.10, 8.10, 8.10, 8.10, 4000, 0.32, 1, 4000, 100.00
ABSLBANETF, EQ, 19-Jan-2021, 315.96, 320.30, 322.12, 317.95, 322.12, 322.12, 319.18, 57, 0.18, 10, 50, 87.72
ABSLNN50ET, EQ, 19-Jan-2021, 336.07, 336.00, 336.00, 325.00, 336.00, 331.00, 329.52, 15, 0.05, 15, 10, 66.67
ABSLRIF6RG, MF, 19-Jan-2021, 8.12, 8.12, 8.12, 8.08, 8.08, 8.08, 8.09, 30, 0.00, 2, 30, 100.00
ACC, EQ, 19-Jan-2021, 1701.50, 1703.60, 1720.90, 1690.00, 1715.00, 1712.40, 1707.39, 1062139, 18134.81, 29102, 286275, 26.95
ACCELYA, EQ, 19-Jan-2021, 936.80, 938.00, 950.85, 933.55, 938.00, 937.40, 939.06, 3963, 37.22, 414, 1956, 49.36
ACCURACY, EQ, 19-Jan-2021, 38.65, 37.60, 39.80, 37.60, 39.50, 39.00, 38.95, 2560, 1.00, 24, 1627, 63.55
ACE, EQ, 19-Jan-2021, 128.15, 130.00, 132.45, 129.05, 130.85, 129.80, 130.20, 201721, 262.64, 2520, 112726, 55.88
ACRYSIL, EQ, 19-Jan-2021, 191.90, 195.80, 197.00, 190.00, 194.10, 193.80, 193.80, 38339, 74.30, 760, 29431, 76.77
ADANIENT, EQ, 19-Jan-2021, 507.85, 512.30, 532.00, 512.30, 529.90, 530.10, 525.05, 4181185, 21953.38, 50659, 422742, 10.11
ADANIGREEN, EQ, 19-Jan-2021, 949.75, 978.85, 997.20, 966.50, 997.20, 992.85, 984.29, 849095, 8357.53, 37445, 493808, 58.16
ADANIPORTS, EQ, 19-Jan-2021, 515.50, 516.00, 535.00, 516.00, 533.00, 532.80, 527.84, 6694907, 35338.60, 82187, 1584395, 23.67
ADANIPOWER, EQ, 19-Jan-2021, 53.55, 54.00, 55.85, 54.00, 55.55, 55.30, 54.97, 7141815, 3925.79, 25026, 4079909, 57.13
ADANITRANS, EQ, 19-Jan-2021, 406.10, 410.00, 423.40, 406.00, 420.00, 418.10, 416.68, 435407, 1814.26, 15778, 213900, 49.13
ADFFOODS, EQ, 19-Jan-2021, 591.75, 597.10, 607.00, 590.00, 596.00, 594.85, 596.71, 25804, 153.98, 1432, 15978, 61.92
ADHUNIKIND, BE, 19-Jan-2021, 24.75, 25.40, 25.40, 23.90, 24.75, 24.40, 24.33, 14887, 3.62, 111, -, -
ADL, BE, 19-Jan-2021, 28.35, 28.50, 29.50, 28.50, 29.50, 29.35, 28.84, 226, 0.07, 9, -, -
ADORWELD, EQ, 19-Jan-2021, 282.45, 285.00, 294.00, 285.00, 288.00, 287.65, 288.06, 10146, 29.23, 474, 5210, 51.35
ADROITINFO, BE, 19-Jan-2021, 11.05, 11.40, 11.60, 10.50, 10.50, 10.50, 10.64, 5037, 0.54, 16, -, -
ADSL, EQ, 19-Jan-2021, 39.10, 40.00, 41.05, 39.10, 40.30, 40.00, 40.71, 219411, 89.32, 1089, 105291, 47.99
ADVANIHOTR, BE, 19-Jan-2021, 48.45, 50.65, 50.65, 47.30, 49.35, 49.35, 48.93, 6017, 2.94, 39, -, -
ADVENZYMES, EQ, 19-Jan-2021, 315.10, 315.10, 325.00, 315.10, 321.00, 320.85, 321.35, 104123, 334.60, 3421, 40185, 38.59
AEGISCHEM, EQ, 19-Jan-2021, 270.95, 271.25, 278.70, 268.40, 271.00, 270.90, 272.69, 323049, 880.92, 14601, 159782, 49.46
AFFLE, EQ, 19-Jan-2021, 3563.80, 3565.00, 3631.00, 3551.25, 3592.60, 3592.05, 3590.84, 94404, 3389.89, 18363, 69523, 73.64
AGARIND, EQ, 19-Jan-2021, 153.85, 156.00, 164.90, 156.00, 158.00, 158.80, 161.89, 106982, 173.20, 1389, 65582, 61.30
AGCNET, BE, 19-Jan-2021, 723.55, 718.00, 739.00, 718.00, 736.95, 736.95, 728.51, 585, 4.26, 37, -, -
AGRITECH, BE, 19-Jan-2021, 37.65, 36.20, 38.00, 36.20, 37.50, 37.50, 37.08, 3537, 1.31, 62, -, -
AGROPHOS, EQ, 19-Jan-2021, 13.80, 13.40, 14.25, 13.25, 13.85, 14.00, 13.74, 94540, 12.99, 418, 71419, 75.54
AHLADA, SM, 19-Jan-2021, 73.50, 73.05, 74.00, 72.00, 73.00, 73.00, 72.99, 29000, 21.17, 17, 25000, 86.21
AHLEAST, EQ, 19-Jan-2021, 164.00, 172.75, 174.40, 161.55, 166.00, 166.05, 166.29, 4733, 7.87, 86, 4295, 90.75
AHLUCONT, EQ, 19-Jan-2021, 277.70, 282.95, 283.00, 276.25, 276.45, 277.15, 279.22, 48374, 135.07, 1481, 23717, 49.03
AHLWEST, EQ, 19-Jan-2021, 252.10, 263.00, 263.00, 252.10, 253.00, 253.45, 256.85, 1745, 4.48, 360, 648, 37.13
AIAENG, EQ, 19-Jan-2021, 2061.20, 2047.05, 2091.90, 2047.05, 2054.50, 2071.85, 2075.21, 51696, 1072.80, 4218, 43358, 83.87
AIRAN, EQ, 19-Jan-2021, 18.45, 19.15, 19.15, 18.45, 19.05, 19.05, 19.00, 39290, 7.47, 339, 27824, 70.82
AIROLAM, SM, 19-Jan-2021, 30.10, 30.00, 30.00, 30.00, 30.00, 30.00, 30.00, 3000, 0.90, 1, 3000, 100.00
AJANTPHARM, EQ, 19-Jan-2021, 1742.90, 1748.00, 1816.80, 1748.00, 1790.10, 1796.30, 1792.42, 88193, 1580.78, 7324, 22480, 25.49
AJMERA, EQ, 19-Jan-2021, 131.50, 132.80, 137.90, 132.70, 134.95, 135.00, 135.81, 94678, 128.58, 1973, 29923, 31.61
AJOONI, SM, 19-Jan-2021, 33.00, 33.25, 34.35, 33.25, 34.25, 34.25, 33.87, 40000, 13.55, 9, 32000, 80.00
AKASH, EQ, 19-Jan-2021, 231.40, 233.00, 242.95, 219.90, 240.95, 240.00, 238.32, 30642, 73.03, 274, 19130, 62.43
AKG, SM, 19-Jan-2021, 84.55, 84.40, 84.40, 83.80, 84.40, 84.30, 84.20, 25600, 21.56, 4, 6400, 25.00
AKSHARCHEM, EQ, 19-Jan-2021, 262.20, 263.00, 268.10, 260.20, 262.25, 264.35, 263.60, 17399, 45.86, 978, 8893, 51.11
AKSHOPTFBR, EQ, 19-Jan-2021, 7.65, 7.70, 7.95, 7.55, 7.70, 7.70, 7.72, 401142, 30.95, 494, 258210, 64.37
AKZOINDIA, EQ, 19-Jan-2021, 2272.95, 2284.35, 2364.90, 2284.35, 2348.00, 2342.40, 2334.22, 10671, 249.08, 2773, 4890, 45.83
ALANKIT, EQ, 19-Jan-2021, 17.95, 17.95, 18.65, 17.80, 18.10, 18.00, 18.15, 52045, 9.45, 287, 37794, 72.62
ALBERTDAVD, EQ, 19-Jan-2021, 443.60, 443.75, 448.00, 443.75, 446.00, 446.65, 446.70, 5391, 24.08, 263, 3881, 71.99
ALCHEM, BZ, 19-Jan-2021, 5.10, 5.35, 5.35, 4.85, 4.85, 4.85, 5.07, 12473, 0.63, 24, -, -
ALEMBICLTD, EQ, 19-Jan-2021, 99.90, 100.80, 103.90, 100.55, 103.00, 102.90, 102.70, 443074, 455.02, 7696, 140626, 31.74
