SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 12-Mar-2021, 38.55, 38.60, 39.25, 37.60, 37.75, 37.75, 38.24, 106676, 40.79, 896, 72160, 67.64
21STCENMGM, EQ, 12-Mar-2021, 12.75, 13.00, 13.00, 13.00, 13.00, 13.00, 13.00, 10392, 1.35, 16, 10392, 100.00
3IINFOTECH, EQ, 12-Mar-2021, 8.05, 8.45, 8.45, 8.15, 8.45, 8.45, 8.42, 19992750, 1683.42, 16029, 12211552, 61.08
3MINDIA, EQ, 12-Mar-2021, 25897.35, 25804.00, 27749.85, 25804.00, 27586.35, 27335.35, 26835.71, 8718, 2339.54, 5697, 4802, 55.08
3PLAND, EQ, 12-Mar-2021, 9.40, 9.40, 9.60, 9.10, 9.50, 9.50, 9.36, 8624, 0.81, 55, 6565, 76.12
448GS2023, GS, 12-Mar-2021, 101.90, 101.90, 101.90, 101.90, 101.90, 101.90, 101.90, 1, 0.00, 1, 1, 100.00
5PAISA, EQ, 12-Mar-2021, 285.10, 289.00, 289.00, 275.00, 283.75, 279.65, 280.61, 26445, 74.21, 2939, 14811, 56.01
619GS2034, GS, 12-Mar-2021, 94.50, 99.22, 99.22, 99.22, 99.22, 99.22, 99.22, 50, 0.05, 2, 50, 100.00
63MOONS, EQ, 12-Mar-2021, 79.90, 80.95, 81.00, 78.90, 78.90, 79.05, 79.67, 41751, 33.26, 786, 29124, 69.76
772GS2049, GS, 12-Mar-2021, 117.00, 117.10, 117.50, 116.97, 116.97, 116.97, 117.05, 44, 0.05, 11, 44, 100.00
A2ZINFRA, EQ, 12-Mar-2021, 4.30, 4.30, 4.35, 4.15, 4.20, 4.20, 4.21, 410126, 17.26, 380, 284556, 69.38
AAATECH, SM, 12-Mar-2021, 42.00, 42.95, 42.95, 42.90, 42.90, 42.90, 42.93, 6000, 2.58, 2, 3000, 50.00
AAKASH, BE, 12-Mar-2021, 126.70, 126.70, 131.00, 126.00, 129.75, 128.95, 129.01, 7964, 10.27, 81, -, -
AARON, EQ, 12-Mar-2021, 63.05, 62.20, 63.35, 62.00, 62.00, 63.00, 62.83, 2305, 1.45, 73, 1858, 80.61
AARTIDRUGS, EQ, 12-Mar-2021, 670.75, 676.50, 709.90, 668.00, 684.00, 688.30, 695.54, 1427665, 9929.91, 68482, 279942, 19.61
AARTIIND, EQ, 12-Mar-2021, 1276.25, 1284.50, 1292.85, 1266.50, 1281.80, 1283.50, 1281.23, 165582, 2121.49, 8882, 76262, 46.06
AARTISURF, EQ, 12-Mar-2021, 1028.90, 1045.00, 1045.00, 999.00, 999.00, 1006.05, 1023.69, 8809, 90.18, 1032, 5750, 65.27
AARVEEDEN, EQ, 12-Mar-2021, 17.75, 17.65, 18.50, 17.25, 17.90, 17.70, 17.80, 5106, 0.91, 103, 3237, 63.40
AARVI, EQ, 12-Mar-2021, 55.50, 56.00, 57.20, 55.80, 55.85, 55.85, 56.64, 7356, 4.17, 78, 5525, 75.11
AAVAS, EQ, 12-Mar-2021, 2213.05, 2233.00, 2275.00, 2207.40, 2236.00, 2249.95, 2246.66, 48262, 1084.28, 14793, 31660, 65.60
ABAN, EQ, 12-Mar-2021, 39.30, 40.55, 40.55, 37.90, 38.30, 38.15, 38.78, 173896, 67.44, 1313, 114265, 65.71
ABB, EQ, 12-Mar-2021, 1466.25, 1473.00, 1481.25, 1455.00, 1470.05, 1471.10, 1468.76, 61753, 907.00, 10395, 20346, 32.95
ABBOTINDIA, EQ, 12-Mar-2021, 14668.15, 14689.40, 14718.90, 14503.30, 14615.00, 14616.25, 14620.77, 17952, 2624.72, 3045, 14667, 81.70
ABCAPITAL, EQ, 12-Mar-2021, 134.35, 134.80, 135.20, 128.50, 130.65, 131.30, 131.71, 2937746, 3869.38, 26356, 1239898, 42.21
ABFRL, EQ, 12-Mar-2021, 217.85, 220.10, 221.25, 216.65, 218.50, 218.65, 218.87, 1417112, 3101.70, 39516, 713550, 50.35
ABFRLPP1, E1, 12-Mar-2021, 183.05, 184.00, 185.85, 180.00, 183.25, 184.30, 183.83, 130569, 240.02, 1753, 124136, 95.07
ABMINTLTD, EQ, 12-Mar-2021, 63.05, 63.80, 65.65, 60.15, 60.30, 60.95, 60.99, 2269, 1.38, 60, 1157, 50.99
ABSLBANETF, EQ, 12-Mar-2021, 357.74, 360.00, 361.20, 349.52, 351.37, 350.50, 351.40, 701, 2.46, 45, 97, 13.84
ABSLNN50ET, EQ, 12-Mar-2021, 368.00, 366.00, 386.00, 355.10, 372.00, 364.90, 368.63, 116, 0.43, 48, 63, 54.31
ABSLRIF6RG, MF, 12-Mar-2021, 8.44, 8.38, 8.55, 8.38, 8.55, 8.55, 8.54, 58500, 5.00, 7, 58500, 100.00
ACC, EQ, 12-Mar-2021, 1835.05, 1843.90, 1848.00, 1782.00, 1786.90, 1787.65, 1807.51, 1032982, 18671.26, 39356, 343681, 33.27
ACCELYA, EQ, 12-Mar-2021, 900.85, 904.35, 910.05, 892.35, 905.00, 898.00, 900.90, 2718, 24.49, 315, 1787, 65.75
ACCURACY, EQ, 12-Mar-2021, 54.20, 54.90, 56.90, 53.55, 53.70, 53.80, 55.50, 29079, 16.14, 124, 22449, 77.20
ACE, EQ, 12-Mar-2021, 164.05, 165.70, 175.00, 159.10, 167.00, 166.90, 166.15, 3278642, 5447.60, 14711, 2040328, 62.23
ACRYSIL, EQ, 12-Mar-2021, 366.30, 366.30, 374.50, 348.00, 348.00, 350.65, 363.98, 132965, 483.97, 3185, 103803, 78.07
ADANIENT, EQ, 12-Mar-2021, 898.15, 905.00, 923.80, 889.30, 892.00, 894.10, 908.20, 6049852, 54944.54, 83542, 1093106, 18.07
ADANIGREEN, EQ, 12-Mar-2021, 1185.65, 1200.00, 1200.00, 1154.20, 1158.65, 1160.60, 1176.11, 296923, 3492.15, 18732, 175131, 58.98
ADANIPORTS, EQ, 12-Mar-2021, 745.35, 749.00, 752.10, 723.00, 723.25, 728.15, 737.27, 10961076, 80812.86, 145204, 3300543, 30.11
ADANIPOWER, EQ, 12-Mar-2021, 77.80, 75.50, 79.30, 73.95, 75.35, 75.55, 76.16, 38391001, 29239.75, 127119, 10869032, 28.31
ADANITRANS, EQ, 12-Mar-2021, 733.05, 737.00, 785.50, 734.50, 774.00, 773.70, 772.60, 1537523, 11878.89, 41421, 798093, 51.91
ADFFOODS, EQ, 12-Mar-2021, 929.70, 935.00, 939.90, 903.00, 916.00, 913.15, 919.04, 22478, 206.58, 2396, 12294, 54.69
ADHUNIKIND, EQ, 12-Mar-2021, 20.70, 20.70, 21.55, 20.65, 21.10, 21.15, 21.23, 21934, 4.66, 188, 14343, 65.39
ADL, BE, 12-Mar-2021, 31.40, 30.05, 32.00, 30.00, 30.00, 30.40, 30.50, 5405, 1.65, 40, -, -
ADORWELD, EQ, 12-Mar-2021, 313.80, 317.70, 326.00, 315.00, 321.25, 323.25, 319.65, 48314, 154.43, 1556, 29668, 61.41
ADROITINFO, BE, 12-Mar-2021, 12.10, 12.70, 12.70, 11.55, 12.60, 12.55, 12.63, 25093, 3.17, 74, -, -
ADSL, EQ, 12-Mar-2021, 40.70, 41.25, 44.50, 40.95, 41.50, 41.55, 42.50, 533564, 226.79, 2749, 314554, 58.95
ADVANIHOTR, EQ, 12-Mar-2021, 65.60, 65.80, 68.35, 62.35, 62.35, 62.75, 63.79, 38873, 24.80, 655, 26930, 69.28
ADVENZYMES, EQ, 12-Mar-2021, 352.00, 353.40, 359.50, 352.10, 354.00, 354.20, 355.30, 118283, 420.25, 4561, 60088, 50.80
AEGISCHEM, EQ, 12-Mar-2021, 320.60, 327.00, 328.40, 302.60, 303.00, 304.50, 312.80, 612436, 1915.68, 18435, 330545, 53.97
AFFLE, EQ, 12-Mar-2021, 5837.50, 5925.00, 5950.00, 5719.95, 5815.00, 5814.60, 5850.00, 55957, 3273.48, 15923, 36310, 64.89
AFL-RE, BE, 12-Mar-2021, 29.90, 29.20, 30.00, 17.95, 21.50, 18.50, 20.51, 1700959, 348.81, 3893, -, -
AGARIND, BE, 12-Mar-2021, 150.60, 150.60, 153.20, 148.60, 150.00, 149.65, 150.01, 12895, 19.34, 112, -, -
AGCNET, EQ, 12-Mar-2021, 994.50, 990.00, 1011.35, 990.00, 1004.40, 1000.45, 998.11, 4243, 42.35, 196, 2623, 61.82
AGRITECH, EQ, 12-Mar-2021, 33.90, 35.90, 35.90, 34.00, 35.90, 35.60, 35.17, 11051, 3.89, 170, 8592, 77.75
AGROPHOS, EQ, 12-Mar-2021, 12.65, 12.85, 12.85, 12.50, 12.55, 12.60, 12.62, 14223, 1.80, 148, 8817, 61.99
AHLADA, EQ, 12-Mar-2021, 108.45, 110.10, 110.10, 103.05, 105.00, 105.45, 105.93, 12557, 13.30, 136, 8605, 68.53
AHLEAST, EQ, 12-Mar-2021, 168.65, 172.10, 172.40, 167.00, 168.00, 168.00, 168.29, 1665, 2.80, 111, 1452, 87.21
AHLUCONT, EQ, 12-Mar-2021, 300.25, 302.90, 309.00, 298.35, 300.90, 300.05, 300.96, 108756, 327.32, 3162, 63813, 58.68
AHLWEST, EQ, 12-Mar-2021, 238.10, 238.65, 239.25, 228.25, 232.55, 232.00, 235.11, 974, 2.29, 121, 534, 54.83
AIAENG, EQ, 12-Mar-2021, 1918.35, 1910.00, 1949.00, 1880.90, 1922.20, 1930.30, 1919.40, 179507, 3445.46, 10603, 147904, 82.39
AIRAN, EQ, 12-Mar-2021, 16.65, 16.55, 17.45, 16.45, 16.50, 16.60, 16.73, 42504, 7.11, 372, 34738, 81.73
AIROLAM, SM, 12-Mar-2021, 27.00, 25.10, 32.30, 25.10, 27.10, 27.10, 27.56, 21000, 5.79, 5, 6000, 28.57
AISL, SM, 12-Mar-2021, 34.10, 34.25, 34.85, 33.50, 34.75, 34.75, 34.24, 22800, 7.81, 18, 1200, 5.26
AJANTPHARM, EQ, 12-Mar-2021, 1807.15, 1811.50, 1848.00, 1809.00, 1829.00, 1833.20, 1832.24, 169314, 3102.25, 28164, 79816, 47.14
AJMERA, EQ, 12-Mar-2021, 130.50, 135.00, 135.00, 128.50, 130.10, 129.75, 130.98, 69732, 91.33, 1708, 33930, 48.66
AJOONI, SM, 12-Mar-2021, 29.75, 31.10, 31.10, 31.10, 31.10, 31.10, 31.10, 4444, 1.38, 1, 4444, 100.00
AKASH, EQ, 12-Mar-2021, 214.80, 220.00, 220.00, 205.00, 207.75, 207.65, 208.87, 75455, 157.60, 336, 71938, 95.34
AKG, EQ, 12-Mar-2021, 101.65, 101.70, 102.65, 98.00, 102.25, 102.25, 101.98, 293589, 299.41, 683, 99478, 33.88
AKSHARCHEM, EQ, 12-Mar-2021, 248.60, 248.60, 249.65, 244.00, 245.50, 244.60, 245.29, 25894, 63.51, 791, 21534, 83.16
AKSHOPTFBR, EQ, 12-Mar-2021, 6.65, 6.70, 6.75, 6.60, 6.60, 6.60, 6.68, 210589, 14.08, 382, 158578, 75.30
AKZOINDIA, EQ, 12-Mar-2021, 2280.85, 2298.00, 2324.00, 2270.00, 2295.50, 2297.05, 2300.42, 36494, 839.51, 4977, 22210, 60.86
ALANKIT, EQ, 12-Mar-2021, 16.15, 16.50, 16.50, 16.05, 16.10, 16.15, 16.23, 106242, 17.24, 307, 78566, 73.95
ALBERTDAVD, EQ, 12-Mar-2021, 402.40, 412.40, 412.40, 400.35, 402.70, 401.60, 405.08, 8262, 33.47, 317, 5758, 69.69
ALEMBICLTD, EQ, 12-Mar-2021, 100.40, 101.40, 101.50, 99.90, 100.10, 100.05, 100.62, 160847, 161.85, 2312, 91080, 56.63
ALICON, EQ, 12-Mar-2021, 458.60, 461.00, 461.35, 448.00, 454.00, 454.10, 452.76, 3544, 16.05, 227, 1644, 46.39
ALKALI, EQ, 12-Mar-2021, 52.95, 52.50, 54.90, 51.50, 51.50, 52.00, 52.64, 7818, 4.12, 172, 5246, 67.10
ALKEM, EQ, 12-Mar-2021, 2739.75, 2761.00, 2786.50, 2730.00, 2774.00, 2773.50, 2760.81, 148218, 4092.02, 17270, 81520, 55.00
ALKYLAMINE, EQ, 12-Mar-2021, 5088.00, 5106.40, 5200.00, 5101.70, 5160.00, 5144.15, 5139.88, 21325, 1096.08, 5016, 9975, 46.78
ALLCARGO, EQ, 12-Mar-2021, 135.45, 137.40, 137.90, 132.15, 132.60, 132.90, 134.73, 335941, 452.61, 3257, 164442, 48.95
ALLSEC, EQ, 12-Mar-2021, 326.30, 325.05, 337.00, 325.00, 328.75, 329.00, 330.87, 6652, 22.01, 417, 4096, 61.58
ALMONDZ, EQ, 12-Mar-2021, 30.00, 30.00, 30.95, 29.35, 29.40, 29.65, 30.01, 10998, 3.30, 138, 9235, 83.97
ALOKINDS, EQ, 12-Mar-2021, 21.60, 21.80, 22.25, 21.35, 21.55, 21.50, 21.76, 10594533, 2305.02, 15670, 4310115, 40.68
ALPA, EQ, 12-Mar-2021, 39.75, 40.30, 41.00, 38.80, 39.35, 39.20, 40.18, 56282, 22.61, 363, 37558, 66.73
ALPHAGEO, EQ, 12-Mar-2021, 209.40, 211.05, 213.55, 205.00, 205.60, 205.75, 207.57, 17371, 36.06, 576, 12838, 73.90
ALPSINDUS, BE, 12-Mar-2021, 1.95, 2.00, 2.00, 2.00, 2.00, 2.00, 2.00, 11460, 0.23, 23, -, -
AMARAJABAT, EQ, 12-Mar-2021, 896.10, 899.45, 908.80, 890.05, 892.00, 893.25, 901.49, 828479, 7468.63, 34727, 197349, 23.82
AMBER, EQ, 12-Mar-2021, 3448.80, 3465.00, 3514.45, 3380.00, 3410.00, 3412.70, 3448.70, 71595, 2469.10, 14893, 39347, 54.96
AMBIKCO, EQ, 12-Mar-2021, 975.05, 977.20, 991.20, 971.10, 982.75, 977.00, 981.25, 7770, 76.24, 1080, 4389, 56.49
AMBUJACEM, EQ, 12-Mar-2021, 292.00, 293.00, 293.90, 287.50, 288.65, 289.50, 290.01, 5744777, 16660.25, 41642, 2307006, 40.16
AMDIND, BE, 12-Mar-2021, 22.15, 21.75, 23.10, 21.05, 21.60, 21.65, 21.53, 41436, 8.92, 182, -, -
AMJLAND, EQ, 12-Mar-2021, 25.90, 25.95, 26.65, 25.05, 25.15, 25.20, 25.55, 9260, 2.37, 106, 8396, 90.67
AMRUTANJAN, EQ, 12-Mar-2021, 542.00, 548.00, 564.40, 534.85, 534.85, 536.60, 549.50, 208146, 1143.76, 11115, 46033, 22.12
ANANTRAJ, EQ, 12-Mar-2021, 59.00, 59.50, 59.90, 56.05, 56.25, 56.20, 57.27, 807019, 462.15, 3983, 542241, 67.19
ANDHRACEMT, EQ, 12-Mar-2021, 5.55, 5.60, 5.80, 5.55, 5.80, 5.80, 5.75, 556362, 31.96, 1369, 456982, 82.14
ANDHRAPAP, EQ, 12-Mar-2021, 240.80, 243.90, 248.50, 236.60, 237.00, 238.05, 242.45, 27540, 66.77, 766, 16915, 61.42
ANDHRSUGAR, EQ, 12-Mar-2021, 318.20, 319.90, 323.00, 312.00, 313.25, 313.60, 318.04, 48951, 155.69, 1659, 24959, 50.99
ANGELBRKG, EQ, 12-Mar-2021, 328.10, 331.75, 338.00, 325.80, 335.00, 331.30, 330.96, 492026, 1628.40, 4528, 397916, 80.87
ANIKINDS, EQ, 12-Mar-2021, 15.90, 15.95, 16.40, 15.35, 16.05, 16.20, 15.92, 10574, 1.68, 100, 8486, 80.25
ANKITMETAL, EQ, 12-Mar-2021, 1.25, 1.25, 1.30, 1.20, 1.20, 1.20, 1.24, 142437, 1.76, 112, 87174, 61.20
ANSALAPI, EQ, 12-Mar-2021, 8.30, 8.60, 8.70, 7.90, 8.05, 8.05, 8.27, 173799, 14.38, 429, 108605, 62.49
ANSALHSG, EQ, 12-Mar-2021, 6.20, 6.40, 6.50, 6.20, 6.40, 6.40, 6.44, 281527, 18.12, 346, 177032, 62.88
ANUP, EQ, 12-Mar-2021, 641.25, 649.00, 649.80, 630.00, 633.50, 633.45, 639.83, 28852, 184.60, 1379, 21463, 74.39
APARINDS, EQ, 12-Mar-2021, 455.95, 459.80, 465.00, 454.00, 455.05, 456.40, 459.55, 59469, 273.29, 3867, 35565, 59.80
APCL, EQ, 12-Mar-2021, 223.75, 223.75, 227.00, 220.00, 222.00, 221.10, 222.00, 34344, 76.24, 1116, 24120, 70.23
APCOTEXIND, EQ, 12-Mar-2021, 179.60, 178.05, 181.20, 176.50, 177.45, 177.50, 179.12, 77601, 139.00, 3039, 36922, 47.58
APEX, EQ, 12-Mar-2021, 239.75, 242.40, 248.15, 239.60, 241.15, 240.90, 243.66, 86198, 210.03, 2653, 32558, 37.77
APLAPOLLO, EQ, 12-Mar-2021, 1335.55, 1338.00, 1338.05, 1250.00, 1251.00, 1257.55, 1277.54, 211772, 2705.47, 14638, 133866, 63.21
APLLTD, EQ, 12-Mar-2021, 934.45, 939.00, 948.00, 931.40, 940.00, 939.90, 937.94, 312400, 2930.14, 12593, 156456, 50.08
APOLLO, EQ, 12-Mar-2021, 111.45, 112.00, 112.50, 110.50, 111.00, 110.80, 111.33, 75800, 84.38, 1971, 48164, 63.54
APOLLOHOSP, EQ, 12-Mar-2021, 2904.10, 2931.10, 3031.00, 2927.50, 2979.00, 2976.35, 2989.67, 1512021, 45204.51, 71269, 290260, 19.20
APOLLOPIPE, EQ, 12-Mar-2021, 738.40, 738.00, 886.05, 735.05, 886.05, 885.25, 848.11, 623690, 5289.57, 28821, 235317, 37.73
APOLLOTYRE, EQ, 12-Mar-2021, 237.50, 239.40, 245.60, 236.50, 240.20, 239.25, 241.79, 9690551, 23430.55, 62261, 2509096, 25.89
APOLSINHOT, EQ, 12-Mar-2021, 545.70, 552.10, 587.90, 552.05, 564.00, 571.35, 575.77, 4197, 24.17, 285, 2388, 56.90
APTECHT, EQ, 12-Mar-2021, 213.90, 215.80, 222.00, 214.05, 219.15, 218.10, 218.58, 553120, 1209.01, 16744, 224574, 40.60
ARCHIDPLY, BE, 12-Mar-2021, 35.15, 35.70, 35.90, 34.55, 34.80, 35.00, 35.24, 13346, 4.70, 102, -, -
ARCHIES, EQ, 12-Mar-2021, 12.00, 12.00, 12.20, 11.80, 11.85, 11.85, 11.94, 59133, 7.06, 163, 43477, 73.52
ARENTERP, EQ, 12-Mar-2021, 10.95, 11.15, 11.30, 10.85, 11.30, 11.25, 11.10, 2184, 0.24, 31, 1779, 81.46
ARIES, EQ, 12-Mar-2021, 98.80, 100.00, 101.90, 94.50, 94.60, 95.15, 97.38, 72885, 70.97, 2314, 38228, 52.45
ARIHANT, EQ, 12-Mar-2021, 21.65, 21.65, 22.35, 21.15, 21.30, 21.75, 21.62, 10435, 2.26, 274, 6929, 66.40
ARIHANTSUP, EQ, 12-Mar-2021, 38.05, 37.85, 38.35, 37.70, 38.10, 38.20, 37.91, 32039, 12.15, 100, 10297, 32.14
ARMANFIN, EQ, 12-Mar-2021, 620.10, 635.00, 640.00, 620.10, 626.00, 629.40, 628.28, 9167, 57.59, 752, 6302, 68.75
AROGRANITE, EQ, 12-Mar-2021, 46.55, 47.50, 47.50, 45.00, 45.80, 45.40, 45.69, 40350, 18.44, 900, 32819, 81.34
ARROWGREEN, BE, 12-Mar-2021, 79.55, 79.55, 81.15, 77.50, 77.60, 77.85, 78.60, 14398, 11.32, 75, -, -
ARSHIYA, BE, 12-Mar-2021, 37.65, 37.85, 38.75, 36.45, 38.00, 38.00, 37.69, 41378, 15.60, 186, -, -
ARSSINFRA, EQ, 12-Mar-2021, 23.50, 23.20, 24.00, 23.20, 23.90, 23.75, 23.65, 30346, 7.18, 227, 7602, 25.05
ARTEMISMED, EQ, 12-Mar-2021, 231.95, 231.90, 231.90, 230.05, 230.95, 230.80, 230.85, 194, 0.45, 19, 151, 77.84
ARVIND, EQ, 12-Mar-2021, 75.95, 76.10, 76.75, 73.00, 74.80, 74.50, 75.09, 688393, 516.90, 5762, 427476, 62.10
ARVINDFASN, EQ, 12-Mar-2021, 164.75, 166.85, 167.00, 158.00, 159.45, 159.45, 161.49, 518964, 838.07, 8853, 228546, 44.04
ARVSMART, EQ, 12-Mar-2021, 99.90, 101.15, 101.30, 99.00, 99.60, 99.45, 100.03, 64242, 64.26, 1286, 30476, 47.44
ASAHIINDIA, EQ, 12-Mar-2021, 333.25, 333.90, 336.40, 318.45, 321.85, 321.55, 326.09, 51551, 168.10, 3125, 27567, 53.48
ASAHISONG, EQ, 12-Mar-2021, 281.05, 277.00, 330.00, 277.00, 325.60, 315.80, 306.80, 195227, 598.96, 4602, 105220, 53.90
ASAL, BE, 12-Mar-2021, 36.50, 37.90, 38.25, 35.65, 37.50, 37.50, 36.90, 10266, 3.79, 53, -, -
ASALCBR, EQ, 12-Mar-2021, 369.20, 372.00, 390.00, 372.00, 384.45, 386.30, 383.13, 203054, 777.95, 7116, 114210, 56.25
ASHAPURMIN, EQ, 12-Mar-2021, 119.10, 121.25, 123.00, 116.50, 118.65, 118.10, 119.63, 84800, 101.45, 1339, 54923, 64.77
ASHIANA, EQ, 12-Mar-2021, 118.90, 120.20, 121.35, 117.00, 118.20, 118.25, 119.77, 74432, 89.15, 1501, 48326, 64.93
ASHIMASYN, EQ, 12-Mar-2021, 16.40, 17.35, 17.35, 15.30, 15.95, 16.05, 16.38, 296440, 48.56, 874, 194712, 65.68
ASHOKA, EQ, 12-Mar-2021, 111.10, 112.00, 112.90, 108.90, 109.30, 109.40, 110.53, 884392, 977.50, 12179, 442278, 50.01
ASHOKLEY, EQ, 12-Mar-2021, 123.90, 125.10, 125.70, 120.75, 122.30, 122.05, 123.62, 16839536, 20816.40, 76787, 5526087, 32.82
