SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 02-Jun-2020, 26.90, 26.90, 27.85, 26.90, 27.65, 27.50, 27.48, 38619, 10.61, 444, 25815, 66.85
21STCENMGM, EQ, 02-Jun-2020, 10.80, 10.90, 11.00, 10.60, 11.00, 11.00, 10.81, 733, 0.08, 14, 155, 21.15
3IINFOTECH, EQ, 02-Jun-2020, 1.65, 1.70, 1.70, 1.65, 1.70, 1.70, 1.69, 5358362, 90.75, 1434, 3600479, 67.19
3MINDIA, EQ, 02-Jun-2020, 18057.00, 18319.00, 18449.95, 17820.00, 17970.00, 17966.70, 18044.77, 49628, 8955.26, 3187, 42814, 86.27
509GS2022, GS, 02-Jun-2020, 100.64, 105.59, 105.59, 99.00, 99.00, 99.00, 102.30, 2, 0.00, 2, 1, 50.00
5PAISA, EQ, 02-Jun-2020, 164.80, 168.00, 172.00, 160.85, 162.50, 163.75, 165.92, 18412, 30.55, 376, 15000, 81.47
63MOONS, EQ, 02-Jun-2020, 57.45, 57.85, 59.10, 56.10, 58.00, 58.25, 57.76, 59004, 34.08, 2976, 33812, 57.30
737GS2023, GS, 02-Jun-2020, 102.20, 102.50, 102.50, 102.50, 102.50, 102.50, 102.50, 100, 0.10, 1, 100, 100.00
769GS2043, GS, 02-Jun-2020, 120.80, 126.80, 126.80, 114.76, 126.80, 126.80, 116.94, 1213, 1.42, 10, 1200, 98.93
A2ZINFRA, EQ, 02-Jun-2020, 4.20, 4.40, 4.40, 4.25, 4.40, 4.40, 4.38, 141387, 6.20, 216, 117236, 82.92
AARON, SM, 02-Jun-2020, 41.20, 41.60, 41.60, 41.60, 41.60, 41.60, 41.60, 3300, 1.37, 1, 3300, 100.00
AARTIDRUGS, EQ, 02-Jun-2020, 955.60, 954.75, 971.95, 943.20, 945.00, 949.20, 958.74, 110168, 1056.23, 5306, 39043, 35.44
AARTIIND, EQ, 02-Jun-2020, 982.75, 989.80, 998.25, 971.10, 972.00, 973.60, 982.50, 358832, 3525.51, 19133, 174329, 48.58
AARVEEDEN, EQ, 02-Jun-2020, 10.10, 11.50, 12.10, 11.15, 12.10, 12.10, 11.92, 104210, 12.42, 237, 71797, 68.90
AARVI, SM, 02-Jun-2020, 22.50, 22.50, 22.50, 22.50, 22.50, 22.50, 22.50, 4000, 0.90, 2, 4000, 100.00
AAVAS, EQ, 02-Jun-2020, 1063.05, 1091.25, 1111.30, 1071.60, 1084.95, 1081.45, 1087.19, 35202, 382.71, 3531, 18795, 53.39
ABAN, EQ, 02-Jun-2020, 18.85, 18.95, 19.45, 18.10, 19.25, 19.10, 18.95, 61215, 11.60, 591, 37946, 61.99
ABB, EQ, 02-Jun-2020, 821.40, 828.40, 844.50, 817.30, 827.00, 824.90, 833.47, 321593, 2680.37, 16354, 207899, 64.65
ABBOTINDIA, EQ, 02-Jun-2020, 16825.60, 16910.00, 17000.00, 16751.15, 16870.00, 16883.70, 16909.32, 10071, 1702.94, 3408, 5114, 50.78
ABCAPITAL, EQ, 02-Jun-2020, 46.80, 47.00, 53.30, 46.60, 51.45, 51.15, 50.86, 10858580, 5522.97, 36892, 2475530, 22.80
ABFRL, EQ, 02-Jun-2020, 130.60, 131.90, 136.40, 130.00, 131.45, 130.70, 132.66, 3238768, 4296.42, 32689, 1223558, 37.78
ABSLBANETF, EQ, 02-Jun-2020, 185.53, 183.01, 194.18, 183.01, 188.34, 191.07, 190.45, 3647, 6.95, 64, 3507, 96.16
ABSLNN50ET, EQ, 02-Jun-2020, 246.02, 246.02, 252.00, 240.01, 252.00, 252.00, 247.94, 57, 0.14, 8, 47, 82.46
ABSLRIF6RG, MF, 02-Jun-2020, 5.43, 5.44, 5.44, 5.44, 5.44, 5.44, 5.44, 1500, 0.08, 1, 1500, 100.00
ACC, EQ, 02-Jun-2020, 1283.75, 1282.00, 1299.30, 1272.80, 1287.10, 1287.10, 1287.03, 980515, 12619.48, 40799, 177555, 18.11
ACCELYA, EQ, 02-Jun-2020, 935.55, 942.95, 942.95, 934.60, 938.55, 938.80, 938.33, 4323, 40.56, 233, 3078, 71.20
ACCURACY, SM, 02-Jun-2020, 18.80, 19.70, 19.70, 19.70, 19.70, 19.70, 19.70, 3200, 0.63, 2, 3200, 100.00
ACE, EQ, 02-Jun-2020, 48.35, 48.95, 50.00, 47.35, 47.70, 47.80, 48.55, 230490, 111.90, 1961, 142035, 61.62
ADANIENT, EQ, 02-Jun-2020, 150.50, 151.00, 152.60, 148.25, 149.90, 149.95, 150.47, 2482873, 3735.93, 23292, 576909, 23.24
ADANIGAS, EQ, 02-Jun-2020, 117.30, 118.00, 126.90, 117.60, 126.65, 124.10, 122.27, 5299596, 6479.71, 34488, 1423364, 26.86
ADANIGREEN, EQ, 02-Jun-2020, 260.75, 269.00, 273.75, 264.05, 273.75, 273.75, 270.96, 371599, 1006.89, 6009, 226821, 61.04
ADANIPORTS, EQ, 02-Jun-2020, 329.35, 330.20, 341.65, 325.80, 340.00, 339.95, 336.42, 4668325, 15705.28, 91274, 1163334, 24.92
ADANIPOWER, EQ, 02-Jun-2020, 39.55, 39.55, 40.50, 39.05, 40.10, 40.20, 39.85, 24601803, 9804.18, 37576, 5347494, 21.74
ADANITRANS, EQ, 02-Jun-2020, 180.30, 182.40, 189.30, 182.30, 187.30, 187.40, 188.05, 6021271, 11323.11, 35664, 3005534, 49.92
ADFFOODS, EQ, 02-Jun-2020, 276.60, 276.25, 283.50, 271.20, 278.00, 276.30, 275.96, 124368, 343.20, 1468, 106853, 85.92
ADHUNIKIND, EQ, 02-Jun-2020, 19.85, 20.45, 20.75, 18.90, 19.85, 20.00, 20.16, 26390, 5.32, 192, 19676, 74.56
ADORWELD, EQ, 02-Jun-2020, 263.80, 263.80, 268.00, 254.05, 257.00, 258.10, 259.48, 20591, 53.43, 1087, 9455, 45.92
ADROITINFO, EQ, 02-Jun-2020, 5.70, 5.80, 5.90, 5.45, 5.90, 5.80, 5.72, 40078, 2.29, 143, 21931, 54.72
ADSL, EQ, 02-Jun-2020, 15.25, 16.70, 16.75, 15.75, 16.75, 16.75, 16.65, 136495, 22.73, 362, 112571, 82.47
ADVANIHOTR, EQ, 02-Jun-2020, 40.70, 42.40, 42.70, 40.00, 41.20, 41.30, 41.26, 5226, 2.16, 129, 3871, 74.07
ADVENZYMES, EQ, 02-Jun-2020, 149.90, 154.00, 157.90, 151.25, 153.00, 152.95, 153.65, 212292, 326.19, 5365, 122605, 57.75
AEGISCHEM, EQ, 02-Jun-2020, 171.90, 173.50, 183.40, 172.00, 183.15, 181.85, 179.57, 182421, 327.58, 7466, 106955, 58.63
AFFLE, EQ, 02-Jun-2020, 1538.30, 1549.95, 1567.90, 1510.00, 1514.70, 1514.10, 1521.06, 43694, 664.61, 5990, 29176, 66.77
AGARIND, EQ, 02-Jun-2020, 52.35, 52.90, 53.70, 51.60, 53.15, 53.15, 52.35, 11691, 6.12, 187, 9890, 84.59
AGCNET, EQ, 02-Jun-2020, 253.75, 257.00, 265.70, 250.00, 265.70, 259.75, 255.29, 3274, 8.36, 69, 3083, 94.17
AGRITECH, BE, 02-Jun-2020, 32.65, 33.00, 33.50, 31.65, 33.30, 32.95, 32.84, 5782, 1.90, 74, -, -
AGROPHOS, EQ, 02-Jun-2020, 10.30, 10.80, 10.80, 10.20, 10.80, 10.80, 10.72, 32993, 3.54, 191, 29650, 89.87
AHLADA, SM, 02-Jun-2020, 44.00, 42.60, 44.45, 42.50, 44.45, 44.45, 43.18, 3000, 1.30, 3, 2000, 66.67
AHLEAST, EQ, 02-Jun-2020, 132.95, 132.00, 136.85, 130.00, 133.65, 132.35, 132.56, 2743, 3.64, 108, 1809, 65.95
AHLUCONT, EQ, 02-Jun-2020, 169.25, 169.30, 186.15, 166.15, 175.00, 178.45, 179.65, 27341, 49.12, 771, 6330, 23.15
AHLWEST, EQ, 02-Jun-2020, 239.90, 241.55, 243.50, 230.95, 240.90, 240.90, 237.83, 377, 0.90, 90, 215, 57.03
AIAENG, EQ, 02-Jun-2020, 1724.25, 1741.00, 1767.00, 1682.00, 1690.00, 1693.15, 1708.49, 12817, 218.98, 3108, 5422, 42.30
AIONJSW, EQ, 02-Jun-2020, 13.20, 13.85, 13.85, 13.85, 13.85, 13.85, 13.85, 37192, 5.15, 69, 31397, 84.42
AIRAN, EQ, 02-Jun-2020, 9.65, 9.85, 9.85, 9.40, 9.70, 9.55, 9.49, 33570, 3.18, 116, 29943, 89.20
AISL, SM, 02-Jun-2020, 18.90, 18.15, 18.50, 18.15, 18.50, 18.50, 18.33, 2400, 0.44, 2, 1200, 50.00
AJANTPHARM, EQ, 02-Jun-2020, 1449.00, 1458.00, 1475.00, 1430.70, 1446.00, 1444.20, 1450.23, 401359, 5820.63, 13985, 233057, 58.07
AJMERA, EQ, 02-Jun-2020, 82.70, 83.25, 90.50, 80.10, 87.35, 87.65, 87.58, 308361, 270.07, 3770, 61144, 19.83
AJOONI, SM, 02-Jun-2020, 6.35, 6.65, 6.65, 6.65, 6.65, 6.65, 6.65, 4000, 0.27, 1, 4000, 100.00
AKASH, BE, 02-Jun-2020, 85.00, 84.00, 89.25, 82.00, 89.25, 86.70, 86.45, 20441, 17.67, 29, -, -
AKSHARCHEM, EQ, 02-Jun-2020, 194.70, 197.95, 205.00, 192.95, 199.50, 200.45, 200.04, 28608, 57.23, 1234, 12318, 43.06
AKSHOPTFBR, EQ, 02-Jun-2020, 4.60, 4.80, 4.80, 4.80, 4.80, 4.80, 4.80, 83558, 4.01, 114, 83558, 100.00
AKZOINDIA, EQ, 02-Jun-2020, 1911.80, 1935.00, 1936.10, 1875.70, 1889.00, 1888.25, 1898.13, 5742, 108.99, 1222, 2971, 51.74
ALANKIT, EQ, 02-Jun-2020, 14.70, 15.20, 15.20, 14.30, 14.85, 14.55, 14.56, 57935, 8.43, 322, 48254, 83.29
ALBERTDAVD, EQ, 02-Jun-2020, 493.10, 498.00, 499.85, 492.05, 497.00, 495.80, 495.90, 15517, 76.95, 934, 6495, 41.86
ALCHEM, BE, 02-Jun-2020, 5.05, 5.30, 5.30, 5.30, 5.30, 5.30, 5.30, 9032, 0.48, 12, -, -
ALEMBICLTD, EQ, 02-Jun-2020, 53.75, 54.20, 55.40, 53.20, 55.20, 54.70, 54.34, 937686, 509.56, 10007, 562665, 60.01
ALICON, EQ, 02-Jun-2020, 226.85, 222.00, 235.00, 222.00, 232.95, 230.65, 228.55, 3170, 7.25, 256, 1511, 47.67
ALKALI, EQ, 02-Jun-2020, 42.80, 42.80, 43.85, 41.15, 42.35, 42.40, 42.51, 11727, 4.98, 214, 5042, 42.99
ALKEM, EQ, 02-Jun-2020, 2282.05, 2298.00, 2413.00, 2286.60, 2405.85, 2401.00, 2375.52, 220218, 5231.32, 26034, 108771, 49.39
ALKYLAMINE, EQ, 02-Jun-2020, 2015.50, 2047.95, 2058.95, 2031.15, 2050.00, 2043.45, 2046.87, 26273, 537.78, 2749, 14536, 55.33
ALLCARGO, EQ, 02-Jun-2020, 71.95, 72.50, 75.25, 72.50, 74.65, 74.70, 74.43, 128066, 95.31, 1753, 86970, 67.91
ALLSEC, EQ, 02-Jun-2020, 182.15, 182.20, 188.00, 181.10, 187.00, 186.15, 184.30, 2018, 3.72, 116, 1288, 63.83
ALMONDZ, EQ, 02-Jun-2020, 10.10, 9.90, 10.50, 9.60, 10.45, 10.45, 10.42, 202, 0.02, 12, 200, 99.01
ALOKINDS, EQ, 02-Jun-2020, 18.50, 19.40, 19.40, 19.40, 19.40, 19.40, 19.40, 451863, 87.66, 783, 451863, 100.00
