SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 17-Dec-2020, 36.80, 37.00, 37.60, 35.60, 36.35, 36.40, 37.10, 177299, 65.77, 1022, 113530, 64.03
21STCENMGM, EQ, 17-Dec-2020, 10.60, 10.70, 10.75, 10.45, 10.55, 10.60, 10.56, 4138, 0.44, 25, 2027, 48.99
3IINFOTECH, EQ, 17-Dec-2020, 5.35, 5.30, 5.60, 5.10, 5.25, 5.20, 5.37, 37214524, 1997.02, 24660, 21684007, 58.27
3MINDIA, EQ, 17-Dec-2020, 22849.10, 23000.00, 23080.00, 22500.00, 22502.00, 22664.80, 22779.81, 2396, 545.80, 1542, 978, 40.82
3PLAND, EQ, 17-Dec-2020, 11.75, 11.20, 11.20, 11.20, 11.20, 11.20, 11.20, 3931, 0.44, 21, 3931, 100.00
5PAISA, EQ, 17-Dec-2020, 317.15, 324.00, 324.00, 308.00, 309.00, 310.05, 314.66, 16597, 52.22, 709, 13924, 83.89
619GS2034, GS, 17-Dec-2020, 99.00, 99.00, 99.00, 99.00, 99.00, 99.00, 99.00, 100, 0.10, 1, 100, 100.00
63MOONS, BE, 17-Dec-2020, 81.90, 82.35, 83.50, 81.05, 82.00, 81.80, 82.84, 49456, 40.97, 306, -, -
716GS2050, GS, 17-Dec-2020, 110.55, 110.55, 112.99, 110.55, 112.99, 112.99, 110.57, 101, 0.11, 5, 101, 100.00
719GS2060, GS, 17-Dec-2020, 110.01, 104.60, 115.00, 104.60, 115.00, 115.00, 104.63, 401, 0.42, 2, 401, 100.00
74GS2035, GS, 17-Dec-2020, 106.00, 104.00, 111.30, 104.00, 111.30, 111.30, 105.32, 122, 0.13, 2, 122, 100.00
772GS2055, GS, 17-Dec-2020, 117.00, 117.00, 118.00, 116.00, 116.00, 116.00, 116.60, 9959, 11.61, 12, 8831, 88.67
8KMILES, BE, 17-Dec-2020, 74.90, 74.90, 75.70, 73.50, 75.00, 74.55, 74.43, 17822, 13.26, 293, -, -
A2ZINFRA, EQ, 17-Dec-2020, 4.90, 4.95, 5.15, 4.65, 4.90, 4.90, 4.94, 1387258, 68.52, 648, 1114191, 80.32
