SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 21-Apr-2020, 33.15, 33.00, 33.00, 30.00, 30.50, 30.20, 30.87, 130105, 40.16, 1943, 74986, 57.63
21STCENMGM, EQ, 21-Apr-2020, 11.00, 11.00, 11.10, 10.80, 10.80, 10.80, 10.94, 2068, 0.23, 15, 2068, 100.00
3IINFOTECH, EQ, 21-Apr-2020, 1.95, 2.00, 2.05, 1.80, 1.80, 1.80, 1.86, 4429963, 82.42, 2031, 3384434, 76.40
3MINDIA, EQ, 21-Apr-2020, 19861.05, 19799.95, 19854.95, 19254.95, 19260.30, 19409.35, 19510.31, 6149, 1199.69, 2435, 4708, 76.57
5PAISA, EQ, 21-Apr-2020, 155.30, 149.00, 152.95, 142.55, 150.65, 147.85, 146.97, 5658, 8.32, 266, 3692, 65.25
601GS2028, GS, 21-Apr-2020, 91.44, 86.90, 86.90, 86.90, 86.90, 86.90, 86.90, 1, 0.00, 1, 1, 100.00
63MOONS, EQ, 21-Apr-2020, 62.10, 60.00, 61.90, 59.00, 59.00, 59.00, 59.27, 46218, 27.39, 514, 31180, 67.46
726GS2029, GS, 21-Apr-2020, 102.50, 102.50, 102.50, 102.50, 102.50, 102.50, 102.50, 100, 0.10, 1, 100, 100.00
759GS2026, GS, 21-Apr-2020, 96.00, 96.00, 96.00, 96.00, 96.00, 96.00, 96.00, 100, 0.10, 1, 100, 100.00
763GS2059, GS, 21-Apr-2020, 106.90, 106.90, 106.90, 106.90, 106.90, 106.90, 106.90, 100, 0.11, 1, 100, 100.00
808GS2022, GS, 21-Apr-2020, 77.71, 73.86, 73.86, 73.86, 73.86, 73.86, 73.86, 5, 0.00, 1, 5, 100.00
923GS2043, GS, 21-Apr-2020, 121.01, 114.99, 114.99, 114.99, 114.99, 114.99, 114.99, 1, 0.00, 1, 1, 100.00
A2ZINFRA, EQ, 21-Apr-2020, 4.85, 4.80, 4.80, 4.40, 4.55, 4.55, 4.54, 304012, 13.80, 521, 205678, 67.65
