SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 28-May-2020, 25.60, 25.95, 26.65, 25.65, 25.95, 26.10, 26.06, 22319, 5.82, 283, 13554, 60.73
21STCENMGM, EQ, 28-May-2020, 10.90, 10.90, 11.10, 10.70, 10.70, 10.70, 10.91, 121, 0.01, 11, 120, 99.17
3IINFOTECH, EQ, 28-May-2020, 1.60, 1.60, 1.65, 1.55, 1.60, 1.55, 1.59, 3314473, 52.79, 775, 1997238, 60.26
3MINDIA, EQ, 28-May-2020, 17896.95, 17980.90, 18293.55, 17840.75, 17999.95, 18014.35, 18094.32, 2685, 485.83, 1129, 1608, 59.89
509GS2022, GS, 28-May-2020, 106.89, 106.89, 106.89, 105.90, 105.90, 105.90, 106.54, 8, 0.01, 4, 8, 100.00
5PAISA, EQ, 28-May-2020, 154.35, 156.45, 157.00, 150.70, 154.60, 154.85, 154.39, 5704, 8.81, 146, 3660, 64.17
617GS2021, GS, 28-May-2020, 104.00, 104.00, 104.00, 104.00, 104.00, 104.00, 104.00, 1, 0.00, 1, 1, 100.00
63MOONS, EQ, 28-May-2020, 52.20, 51.55, 52.70, 51.20, 52.50, 52.20, 52.04, 19252, 10.02, 474, 10945, 56.85
716GS2050, GS, 28-May-2020, 106.15, 106.15, 106.15, 105.50, 105.50, 105.50, 105.83, 200, 0.21, 2, 200, 100.00
719GS2060, GS, 28-May-2020, 108.69, 108.70, 108.99, 108.70, 108.99, 108.99, 108.74, 59, 0.06, 2, 59, 100.00
737GS2023, GS, 28-May-2020, 102.20, 102.20, 102.20, 102.20, 102.20, 102.20, 102.20, 100, 0.10, 1, 100, 100.00
75GS2034, GS, 28-May-2020, 114.00, 117.00, 117.00, 117.00, 117.00, 117.00, 117.00, 35, 0.04, 3, 35, 100.00
769GS2043, GS, 28-May-2020, 121.15, 115.13, 115.13, 115.13, 115.13, 115.13, 115.13, 10, 0.01, 1, 10, 100.00
772GS2049, GS, 28-May-2020, 116.55, 120.00, 120.00, 120.00, 120.00, 120.00, 120.00, 4, 0.00, 3, 2, 50.00
808GS2022, GS, 28-May-2020, 71.00, 67.48, 67.48, 67.48, 67.48, 67.48, 67.48, 1, 0.00, 1, 1, 100.00
824GS2027, GS, 28-May-2020, 103.50, 105.57, 105.57, 105.57, 105.57, 105.57, 105.57, 200, 0.21, 2, 200, 100.00
A2ZINFRA, EQ, 28-May-2020, 3.70, 3.70, 3.85, 3.70, 3.85, 3.85, 3.81, 194139, 7.39, 166, 161414, 83.14
AAKASH, SM, 28-May-2020, 16.30, 15.50, 15.50, 15.50, 15.50, 15.50, 15.50, 3000, 0.47, 1, 3000, 100.00
AARON, SM, 28-May-2020, 40.20, 40.40, 40.40, 40.40, 40.40, 40.40, 40.40, 3300, 1.33, 1, 3300, 100.00
AARTIDRUGS, EQ, 28-May-2020, 879.70, 879.95, 951.00, 871.00, 945.00, 936.85, 915.40, 335532, 3071.47, 13771, 106173, 31.64
AARTIIND, EQ, 28-May-2020, 986.50, 992.40, 1007.80, 978.00, 981.05, 983.50, 989.95, 286139, 2832.63, 16149, 142204, 49.70
AARVEEDEN, EQ, 28-May-2020, 8.15, 8.15, 8.70, 7.95, 8.70, 8.50, 8.48, 10325, 0.88, 128, 6721, 65.09
AAVAS, EQ, 28-May-2020, 994.75, 993.75, 1022.35, 990.05, 1007.00, 1011.05, 1011.66, 8157, 82.52, 1107, 3240, 39.72
ABAN, EQ, 28-May-2020, 17.85, 17.05, 18.35, 17.05, 17.90, 17.90, 17.75, 25066, 4.45, 329, 15848, 63.23
ABB, EQ, 28-May-2020, 736.65, 741.95, 772.00, 737.25, 740.00, 739.85, 748.20, 268525, 2009.10, 13487, 149225, 55.57
ABBOTINDIA, EQ, 28-May-2020, 16631.20, 16710.00, 16775.00, 16550.00, 16689.95, 16594.20, 16679.83, 6476, 1080.19, 2618, 3026, 46.73
ABCAPITAL, EQ, 28-May-2020, 44.30, 44.70, 45.55, 44.00, 44.25, 44.30, 44.75, 2153600, 963.65, 7886, 636704, 29.56
ABFRL, EQ, 28-May-2020, 108.05, 106.00, 119.50, 101.55, 119.00, 118.30, 111.99, 7084073, 7933.53, 58029, 2106746, 29.74
ABSLBANETF, EQ, 28-May-2020, 171.17, 178.00, 180.00, 172.04, 178.40, 178.39, 177.44, 1053, 1.87, 33, 947, 89.93
ABSLNN50ET, EQ, 28-May-2020, 241.71, 239.00, 253.86, 238.00, 248.00, 244.32, 240.54, 179, 0.43, 33, 132, 73.74
ABSLRIF6RG, MF, 28-May-2020, 5.59, 5.10, 5.43, 5.10, 5.43, 5.43, 5.30, 2590, 0.14, 2, 2590, 100.00
ACC, EQ, 28-May-2020, 1259.55, 1263.40, 1278.55, 1256.00, 1271.05, 1272.20, 1268.23, 1132216, 14359.06, 38594, 173706, 15.34
ACCELYA, EQ, 28-May-2020, 922.95, 916.60, 926.95, 916.60, 917.05, 924.70, 924.61, 6115, 56.54, 279, 3160, 51.68
ACCURACY, SM, 28-May-2020, 17.30, 17.95, 18.15, 17.95, 18.15, 18.15, 18.05, 3200, 0.58, 2, 3200, 100.00
ACE, EQ, 28-May-2020, 47.25, 47.25, 47.80, 46.00, 46.15, 46.20, 46.69, 191855, 89.58, 1197, 132133, 68.87
ADANIENT, EQ, 28-May-2020, 141.00, 141.70, 144.40, 140.60, 142.70, 142.65, 142.60, 2816729, 4016.80, 17960, 648286, 23.02
ADANIGAS, EQ, 28-May-2020, 114.75, 115.20, 117.50, 114.15, 115.30, 114.85, 115.75, 1419160, 1642.69, 10429, 336389, 23.70
ADANIGREEN, EQ, 28-May-2020, 242.60, 242.60, 251.70, 240.30, 246.00, 246.00, 247.61, 444387, 1100.36, 8425, 259261, 58.34
ADANIPORTS, EQ, 28-May-2020, 326.65, 329.50, 334.15, 327.45, 331.50, 331.80, 330.51, 5655407, 18691.42, 54908, 2207155, 39.03
