SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 22-Apr-2020, 30.20, 31.50, 31.50, 28.35, 29.40, 29.65, 29.23, 54137, 15.82, 584, 35222, 65.06
21STCENMGM, EQ, 22-Apr-2020, 10.80, 10.80, 11.00, 10.80, 11.00, 11.00, 10.83, 546, 0.06, 12, 546, 100.00
3IINFOTECH, EQ, 22-Apr-2020, 1.80, 1.65, 1.90, 1.65, 1.75, 1.75, 1.71, 8308748, 142.13, 2462, 2992768, 36.02
3MINDIA, EQ, 22-Apr-2020, 19409.35, 19510.00, 19649.95, 18661.00, 18700.00, 18719.50, 18977.10, 10555, 2003.03, 3386, 8062, 76.38
5PAISA, EQ, 22-Apr-2020, 147.85, 142.30, 150.25, 135.65, 145.70, 147.85, 145.94, 7090, 10.35, 265, 3712, 52.36
63MOONS, EQ, 22-Apr-2020, 59.00, 60.00, 60.50, 56.40, 59.40, 59.60, 58.09, 46027, 26.74, 2243, 24914, 54.13
706GS2046, GS, 22-Apr-2020, 90.30, 94.81, 94.81, 94.81, 94.81, 94.81, 94.81, 29, 0.03, 1, 29, 100.00
732GS2024, GS, 22-Apr-2020, 92.00, 92.20, 92.20, 92.20, 92.20, 92.20, 92.20, 100, 0.09, 1, 100, 100.00
74GS2035, GS, 22-Apr-2020, 103.00, 103.00, 103.00, 103.00, 103.00, 103.00, 103.00, 155, 0.16, 2, 100, 64.52
757GS2033, GS, 22-Apr-2020, 109.00, 109.00, 109.00, 109.00, 109.00, 109.00, 109.00, 400, 0.44, 2, 400, 100.00
759GS2026, GS, 22-Apr-2020, 96.00, 99.50, 100.80, 99.50, 100.80, 100.80, 99.72, 6, 0.01, 2, 6, 100.00
75GS2034, GS, 22-Apr-2020, 86.10, 90.40, 90.40, 90.40, 90.40, 90.40, 90.40, 201, 0.18, 4, 201, 100.00
A2ZINFRA, EQ, 22-Apr-2020, 4.55, 4.55, 4.55, 4.30, 4.50, 4.45, 4.46, 157454, 7.03, 316, 120364, 76.44
AAKASH, SM, 22-Apr-2020, 22.15, 21.05, 21.05, 21.05, 21.05, 21.05, 21.05, 3000, 0.63, 1, 3000, 100.00
