SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
AARTISURF, BE, 22-Sep-2020, 507.35, 509.95, 509.95, 482.00, 502.00, 504.25, 494.14, 12050, 59.54, 718, -, -
AARVEEDEN, EQ, 22-Sep-2020, 11.65, 11.55, 11.55, 11.10, 11.10, 11.10, 11.14, 6717, 0.75, 20, 6692, 99.63
AARVI, EQ, 22-Sep-2020, 38.20, 38.00, 38.15, 36.75, 38.15, 38.15, 37.98, 87, 0.03, 6, 81, 93.10
AAVAS, EQ, 22-Sep-2020, 1336.00, 1336.00, 1370.00, 1290.00, 1369.00, 1356.40, 1331.64, 48279, 642.90, 4676, 26953, 55.83
ABAN, EQ, 22-Sep-2020, 23.90, 23.90, 24.40, 23.10, 23.85, 23.70, 23.51, 32820, 7.72, 357, 18525, 56.44
ABB, EQ, 22-Sep-2020, 898.75, 892.00, 900.25, 866.00, 894.25, 892.95, 889.29, 69644, 619.34, 4207, 35894, 51.54
ABBOTINDIA, EQ, 22-Sep-2020, 15890.15, 15900.00, 16132.00, 15539.95, 16098.00, 15943.10, 15686.08, 18111, 2840.91, 4842, 11198, 61.83
ABCAPITAL, EQ, 22-Sep-2020, 64.60, 64.50, 65.75, 60.85, 63.15, 62.90, 63.55, 4675047, 2970.84, 20407, 1697110, 36.30
ABFRL, EQ, 22-Sep-2020, 126.60, 125.00, 133.85, 120.50, 131.70, 129.95, 129.05, 2225643, 2872.13, 28371, 563863, 25.33
ABFRLPP, E1, 22-Sep-2020, 73.45, 72.95, 80.00, 70.60, 75.10, 75.15, 73.94, 112834, 83.43, 1046, 45385, 40.22
ABMINTLTD, BE, 22-Sep-2020, 24.05, 22.85, 22.85, 22.85, 22.85, 22.85, 22.85, 116, 0.03, 5, -, -
ABSLBANETF, EQ, 22-Sep-2020, 217.18, 216.00, 228.89, 213.00, 213.00, 213.07, 216.66, 547, 1.19, 34, 389, 71.12
ABSLNN50ET, EQ, 22-Sep-2020, 274.41, 277.00, 277.00, 277.00, 277.00, 277.00, 277.00, 19, 0.05, 4, 19, 100.00
ABSLRIF6RG, MF, 22-Sep-2020, 6.40, 6.00, 6.12, 6.00, 6.12, 6.12, 6.04, 78000, 4.71, 65, 50000, 64.10
ACC, EQ, 22-Sep-2020, 1377.75, 1380.00, 1393.70, 1345.70, 1349.00, 1360.65, 1369.70, 710190, 9727.45, 33686, 175472, 24.71
ACCELYA, EQ, 22-Sep-2020, 1025.80, 1025.80, 1028.00, 1021.35, 1027.45, 1023.30, 1024.81, 33283, 341.09, 609, 27325, 82.10
ACCURACY, SM, 22-Sep-2020, 39.75, 37.00, 37.10, 37.00, 37.10, 37.10, 37.03, 4800, 1.78, 3, 1600, 33.33
ACE, EQ, 22-Sep-2020, 66.55, 68.00, 68.35, 63.05, 65.70, 65.35, 64.95, 272876, 177.25, 2568, 125211, 45.89
ADANIENT, EQ, 22-Sep-2020, 277.10, 278.25, 283.00, 257.50, 281.85, 280.40, 272.72, 12536116, 34188.91, 102459, 993342, 7.92
ADANIGAS, EQ, 22-Sep-2020, 186.30, 187.70, 190.00, 176.95, 190.00, 188.45, 184.02, 2465479, 4536.85, 25642, 797733, 32.36
ADANIGREEN, EQ, 22-Sep-2020, 651.75, 636.00, 647.00, 619.20, 619.20, 619.20, 622.99, 957151, 5962.91, 26072, 497699, 52.00
ADANIPORTS, EQ, 22-Sep-2020, 347.85, 347.85, 348.35, 327.15, 331.65, 332.30, 333.76, 4670215, 15587.24, 58839, 547361, 11.72
ADANIPOWER, EQ, 22-Sep-2020, 37.00, 36.95, 37.10, 36.05, 36.75, 36.70, 36.63, 2487364, 911.07, 6135, 1264324, 50.83
ADANITRANS, EQ, 22-Sep-2020, 245.60, 245.60, 252.10, 231.65, 245.95, 246.70, 245.37, 406313, 996.95, 12570, 136346, 33.56
ADFFOODS, EQ, 22-Sep-2020, 417.20, 417.60, 426.75, 396.35, 410.00, 407.40, 406.36, 177338, 720.62, 6481, 48619, 27.42
ADHUNIKIND, EQ, 22-Sep-2020, 19.15, 19.70, 19.70, 18.20, 18.30, 18.65, 18.88, 61214, 11.56, 138, 57004, 93.12
ADORWELD, EQ, 22-Sep-2020, 256.90, 256.95, 256.95, 242.35, 247.00, 246.25, 246.84, 23468, 57.93, 1237, 12327, 52.53
ADROITINFO, EQ, 22-Sep-2020, 5.05, 4.80, 4.80, 4.80, 4.80, 4.80, 4.80, 3814, 0.18, 7, 3814, 100.00
ADSL, EQ, 22-Sep-2020, 24.00, 23.50, 24.00, 22.80, 22.95, 23.05, 23.15, 54134, 12.53, 253, 34788, 64.26
ADVANIHOTR, EQ, 22-Sep-2020, 41.55, 41.25, 41.65, 38.25, 40.00, 39.50, 39.56, 14986, 5.93, 364, 8653, 57.74
ADVENZYMES, EQ, 22-Sep-2020, 234.50, 238.00, 239.00, 216.70, 224.30, 222.10, 226.45, 766376, 1735.46, 18588, 265336, 34.62
AEGISCHEM, EQ, 22-Sep-2020, 233.80, 232.15, 245.00, 217.95, 231.00, 229.30, 234.80, 228411, 536.31, 7868, 153302, 67.12
AFFLE, EQ, 22-Sep-2020, 2951.70, 2905.10, 2922.95, 2804.15, 2885.00, 2871.55, 2831.47, 84269, 2386.05, 12432, 42490, 50.42
AGARIND, EQ, 22-Sep-2020, 98.15, 96.40, 98.15, 92.00, 93.10, 93.60, 94.06, 25625, 24.10, 339, 10981, 42.85
AGCNET, EQ, 22-Sep-2020, 347.60, 365.90, 365.90, 326.10, 348.00, 348.80, 345.04, 9356, 32.28, 401, 5985, 63.97
AGRITECH, EQ, 22-Sep-2020, 30.10, 30.10, 30.65, 29.25, 29.50, 29.75, 29.71, 6047, 1.80, 65, 2696, 44.58
AGROPHOS, EQ, 22-Sep-2020, 10.05, 10.10, 10.10, 9.60, 9.90, 9.85, 9.80, 11580, 1.13, 108, 9022, 77.91
AHIMSA, SM, 22-Sep-2020, 20.75, 19.70, 19.70, 19.70, 19.70, 19.70, 19.70, 6000, 1.18, 1, 6000, 100.00
AHLEAST, EQ, 22-Sep-2020, 147.05, 147.05, 149.95, 145.05, 147.00, 147.70, 149.06, 420, 0.63, 27, 405, 96.43
AHLUCONT, EQ, 22-Sep-2020, 249.70, 251.85, 252.30, 238.00, 242.40, 243.10, 242.69, 26654, 64.69, 1568, 9989, 37.48
AHLWEST, EQ, 22-Sep-2020, 275.00, 275.00, 294.00, 271.15, 288.95, 287.40, 283.03, 7765, 21.98, 164, 5803, 74.73
AIAENG, EQ, 22-Sep-2020, 1799.40, 1779.40, 1809.25, 1760.00, 1797.75, 1791.80, 1781.51, 21195, 377.59, 3461, 10101, 47.66
AIONJSW, EQ, 22-Sep-2020, 18.45, 18.45, 18.65, 17.80, 18.05, 18.20, 18.09, 231227, 41.82, 282, 206732, 89.41
AIRAN, EQ, 22-Sep-2020, 11.80, 12.10, 12.10, 11.30, 11.90, 11.75, 11.59, 23433, 2.72, 135, 16373, 69.87
AIROLAM, SM, 22-Sep-2020, 24.00, 24.00, 24.00, 24.00, 24.00, 24.00, 24.00, 3000, 0.72, 1, 3000, 100.00
AJANTPHARM, EQ, 22-Sep-2020, 1590.65, 1590.65, 1625.00, 1509.00, 1576.85, 1560.30, 1576.53, 251332, 3962.33, 24387, 64612, 25.71
AJMERA, EQ, 22-Sep-2020, 83.60, 84.00, 84.50, 79.30, 83.80, 82.05, 81.31, 55117, 44.82, 1592, 27654, 50.17
AKASH, BE, 22-Sep-2020, 240.55, 238.00, 245.00, 230.00, 233.50, 240.00, 233.30, 4265, 9.95, 74, -, -
AKG, SM, 22-Sep-2020, 46.95, 46.00, 46.10, 46.00, 46.10, 46.10, 46.05, 8000, 3.68, 2, 8000, 100.00
AKSHARCHEM, EQ, 22-Sep-2020, 230.60, 231.00, 232.60, 214.00, 223.00, 221.35, 220.07, 26952, 59.31, 1537, 13793, 51.18
AKSHOPTFBR, EQ, 22-Sep-2020, 5.90, 5.80, 5.90, 5.65, 5.70, 5.70, 5.70, 152085, 8.66, 399, 108890, 71.60
AKZOINDIA, EQ, 22-Sep-2020, 2108.65, 2091.40, 2120.00, 2061.70, 2099.50, 2087.80, 2096.75, 9799, 205.46, 2068, 6974, 71.17
ALANKIT, EQ, 22-Sep-2020, 16.70, 16.40, 16.60, 15.45, 15.70, 15.55, 15.71, 269607, 42.36, 873, 139963, 51.91
ALBERTDAVD, EQ, 22-Sep-2020, 430.50, 430.00, 430.00, 401.10, 414.00, 417.80, 417.03, 16290, 67.93, 1178, 9674, 59.39
ALCHEM, EQ, 22-Sep-2020, 5.05, 5.05, 5.25, 4.80, 4.95, 4.85, 4.85, 68247, 3.31, 155, 50721, 74.32
ALEMBICLTD, EQ, 22-Sep-2020, 109.40, 108.00, 108.40, 98.65, 106.20, 105.50, 104.29, 1230309, 1283.11, 11620, 368427, 29.95
ALICON, EQ, 22-Sep-2020, 339.85, 335.00, 337.05, 312.95, 335.00, 333.85, 321.75, 1751, 5.63, 181, 868, 49.57
ALKALI, EQ, 22-Sep-2020, 47.45, 47.50, 48.45, 44.00, 45.60, 45.50, 45.63, 36080, 16.46, 1055, 11506, 31.89
ALKEM, EQ, 22-Sep-2020, 2863.40, 2870.00, 2875.00, 2745.35, 2800.00, 2802.50, 2800.12, 213484, 5977.81, 26311, 117694, 55.13
ALKYLAMINE, EQ, 22-Sep-2020, 3200.05, 3182.00, 3188.85, 2855.00, 3110.00, 3071.85, 3013.24, 88340, 2661.89, 15326, 38418, 43.49
ALLCARGO, EQ, 22-Sep-2020, 117.05, 117.30, 119.80, 113.00, 117.90, 117.25, 117.44, 543860, 638.72, 7070, 281990, 51.85
ALLSEC, EQ, 22-Sep-2020, 246.70, 242.20, 251.95, 228.00, 245.00, 242.80, 237.11, 4299, 10.19, 237, 1980, 46.06
ALMONDZ, EQ, 22-Sep-2020, 12.05, 11.55, 11.75, 11.45, 11.65, 11.60, 11.54, 13946, 1.61, 70, 7245, 51.95
ALOKINDS, EQ, 22-Sep-2020, 27.10, 25.75, 25.75, 25.75, 25.75, 25.75, 25.75, 1915827, 493.33, 6506, 1914823, 99.95
ALPA, EQ, 22-Sep-2020, 28.45, 28.45, 28.50, 27.05, 27.35, 27.20, 27.28, 51280, 13.99, 389, 38235, 74.56
ALPHAGEO, EQ, 22-Sep-2020, 158.40, 158.60, 158.60, 150.50, 154.50, 154.45, 154.02, 10538, 16.23, 545, 6092, 57.81
ALPSINDUS, EQ, 22-Sep-2020, 1.30, 1.25, 1.30, 1.25, 1.30, 1.25, 1.26, 7781, 0.10, 19, 7781, 100.00
AMARAJABAT, EQ, 22-Sep-2020, 725.40, 716.00, 725.70, 696.60, 710.20, 710.45, 711.43, 823514, 5858.69, 19066, 183249, 22.25
AMBER, EQ, 22-Sep-2020, 1992.45, 1993.00, 2019.95, 1790.00, 1972.00, 1972.50, 1908.83, 360441, 6880.22, 36616, 73254, 20.32
AMBIKCO, EQ, 22-Sep-2020, 675.90, 679.00, 683.15, 635.50, 639.00, 638.30, 642.43, 20289, 130.34, 1179, 14009, 69.05
AMBUJACEM, EQ, 22-Sep-2020, 209.75, 209.50, 210.55, 203.00, 205.30, 206.80, 206.97, 3532428, 7311.20, 34108, 788280, 22.32
AMDIND, EQ, 22-Sep-2020, 15.80, 16.00, 16.00, 15.30, 15.60, 15.45, 15.50, 3982, 0.62, 61, 2924, 73.43
AMJLAND, EQ, 22-Sep-2020, 17.80, 17.65, 18.20, 17.10, 18.00, 18.05, 17.88, 10464, 1.87, 72, 8160, 77.98
AMJUMBO, SM, 22-Sep-2020, 8.60, 9.00, 9.00, 8.50, 9.00, 9.00, 8.90, 40000, 3.56, 5, 40000, 100.00
AMRUTANJAN, EQ, 22-Sep-2020, 443.70, 448.00, 449.60, 421.00, 429.00, 427.60, 427.64, 101945, 435.96, 5688, 39770, 39.01
ANANTRAJ, EQ, 22-Sep-2020, 26.80, 26.80, 27.90, 25.95, 26.85, 26.90, 26.46, 123801, 32.76, 840, 78175, 63.15
ANDHRACEMT, EQ, 22-Sep-2020, 4.80, 4.85, 4.85, 4.60, 4.70, 4.65, 4.67, 139929, 6.53, 411, 101355, 72.43
ANDHRAPAP, EQ, 22-Sep-2020, 199.20, 198.20, 200.70, 184.00, 195.05, 196.15, 193.31, 29123, 56.30, 1226, 14892, 51.13
ANDHRSUGAR, EQ, 22-Sep-2020, 300.05, 296.10, 301.15, 283.20, 293.80, 292.95, 292.90, 39301, 115.11, 1994, 19908, 50.66
ANIKINDS, EQ, 22-Sep-2020, 13.10, 12.70, 12.80, 12.45, 12.50, 12.55, 12.53, 4238, 0.53, 41, 3827, 90.30
ANKITMETAL, BE, 22-Sep-2020, 0.90, 0.90, 0.95, 0.90, 0.95, 0.95, 0.92, 58228, 0.54, 55, -, -
ANSALAPI, EQ, 22-Sep-2020, 4.00, 4.00, 4.15, 3.80, 3.85, 3.85, 3.83, 116572, 4.46, 180, 98371, 84.39
ANSALHSG, EQ, 22-Sep-2020, 4.00, 4.00, 4.10, 3.85, 3.95, 3.95, 3.94, 9219, 0.36, 35, 9194, 99.73
ANUP, EQ, 22-Sep-2020, 570.55, 555.00, 570.00, 530.00, 560.25, 557.75, 550.90, 15486, 85.31, 1560, 5982, 38.63
APARINDS, EQ, 22-Sep-2020, 300.05, 300.00, 302.45, 285.65, 288.00, 287.95, 289.35, 72606, 210.09, 3142, 55678, 76.69
APCL, EQ, 22-Sep-2020, 187.45, 188.80, 190.40, 166.50, 171.50, 172.75, 173.38, 58721, 101.81, 2134, 30085, 51.23
APCOTEXIND, EQ, 22-Sep-2020, 145.65, 143.50, 148.95, 136.10, 146.00, 145.40, 141.66, 77430, 109.69, 3657, 28803, 37.20
APEX, EQ, 22-Sep-2020, 256.55, 255.00, 256.05, 241.20, 249.40, 248.35, 248.24, 139201, 345.55, 3873, 34933, 25.10
APLAPOLLO, EQ, 22-Sep-2020, 2684.30, 2704.40, 2705.00, 2525.10, 2525.10, 2550.85, 2580.25, 75182, 1939.89, 11699, 31923, 42.46
APLLTD, EQ, 22-Sep-2020, 920.45, 929.00, 940.00, 865.85, 923.00, 917.55, 909.04, 547686, 4978.66, 31933, 191719, 35.01
APOLLO, EQ, 22-Sep-2020, 116.70, 117.50, 118.20, 110.00, 114.85, 114.55, 113.52, 99818, 113.31, 2637, 45017, 45.10
APOLLOHOSP, EQ, 22-Sep-2020, 1831.55, 1842.95, 1842.95, 1763.00, 1790.00, 1789.15, 1786.31, 1384803, 24736.85, 63293, 399165, 28.82
APOLLOPIPE, EQ, 22-Sep-2020, 396.20, 404.40, 404.50, 372.20, 386.05, 386.90, 384.53, 33057, 127.11, 2686, 13531, 40.93
APOLLOTYRE, EQ, 22-Sep-2020, 124.85, 124.85, 124.85, 117.70, 124.00, 124.00, 121.71, 8420454, 10248.16, 37705, 894564, 10.62
APOLSINHOT, EQ, 22-Sep-2020, 536.90, 547.30, 547.30, 481.95, 515.90, 515.75, 510.63, 791, 4.04, 115, 553, 69.91
APTECHT, EQ, 22-Sep-2020, 118.00, 118.70, 119.20, 110.00, 113.40, 113.95, 113.97, 243314, 277.30, 5098, 47690, 19.60
ARCHIDPLY, EQ, 22-Sep-2020, 26.10, 26.10, 26.15, 24.15, 24.85, 25.15, 25.10, 35754, 8.98, 294, 27353, 76.50
ARCHIES, EQ, 22-Sep-2020, 11.95, 11.85, 11.90, 11.65, 11.65, 11.70, 11.72, 14222, 1.67, 93, 10090, 70.95
ARCOTECH, BE, 22-Sep-2020, 2.30, 2.20, 2.35, 2.20, 2.25, 2.20, 2.28, 18852, 0.43, 60, -, -
ARENTERP, EQ, 22-Sep-2020, 11.50, 11.05, 11.50, 10.70, 11.50, 11.45, 11.24, 3609, 0.41, 19, 3009, 83.37
ARIES, EQ, 22-Sep-2020, 77.75, 77.10, 79.40, 73.90, 75.30, 75.05, 75.27, 44774, 33.70, 491, 29367, 65.59
ARIHANT, EQ, 22-Sep-2020, 15.90, 15.70, 16.55, 15.25, 16.55, 16.30, 16.11, 1495, 0.24, 22, 1201, 80.33
ARIHANTSUP, EQ, 22-Sep-2020, 19.85, 20.00, 20.00, 18.90, 18.90, 18.90, 19.03, 6867, 1.31, 37, 6796, 98.97
ARMANFIN, EQ, 22-Sep-2020, 529.30, 530.00, 540.00, 502.85, 512.00, 515.60, 507.69, 13801, 70.07, 1275, 8451, 61.23
AROGRANITE, EQ, 22-Sep-2020, 26.85, 26.50, 26.85, 25.00, 25.70, 25.95, 26.03, 12943, 3.37, 210, 6466, 49.96
ARROWGREEN, EQ, 22-Sep-2020, 49.15, 48.05, 51.60, 46.90, 51.60, 51.45, 50.35, 14470, 7.29, 383, 11750, 81.20
ARSHIYA, EQ, 22-Sep-2020, 12.45, 13.05, 13.05, 12.05, 12.30, 12.40, 12.43, 55352, 6.88, 170, 44663, 80.69
ARSSINFRA, EQ, 22-Sep-2020, 13.50, 14.05, 14.05, 13.00, 13.85, 13.20, 13.34, 8423, 1.12, 71, 5531, 65.67
ARTEMISMED, EQ, 22-Sep-2020, 148.65, 154.75, 154.75, 144.70, 153.95, 151.75, 150.35, 4953, 7.45, 77, 2771, 55.95
ARVIND, EQ, 22-Sep-2020, 31.05, 31.10, 31.10, 29.10, 30.40, 30.10, 29.91, 2681003, 801.77, 14614, 710987, 26.52
ARVINDFASN, EQ, 22-Sep-2020, 126.40, 128.35, 129.65, 121.00, 125.95, 125.95, 124.52, 130736, 162.79, 2620, 85186, 65.16
ARVSMART, EQ, 22-Sep-2020, 88.25, 88.50, 91.00, 83.05, 85.75, 85.15, 85.64, 49824, 42.67, 1621, 24117, 48.40
ASAHIINDIA, EQ, 22-Sep-2020, 215.70, 213.50, 214.75, 203.20, 212.40, 211.20, 209.23, 34505, 72.19, 1600, 16890, 48.95
ASAHISONG, EQ, 22-Sep-2020, 208.70, 205.15, 213.00, 192.50, 208.20, 206.85, 202.42, 50759, 102.74, 1279, 30386, 59.86
ASAL, EQ, 22-Sep-2020, 21.95, 21.30, 21.35, 20.90, 21.35, 21.35, 21.22, 4052, 0.86, 33, 2122, 52.37
ASALCBR, EQ, 22-Sep-2020, 255.90, 257.80, 258.90, 238.95, 248.00, 249.00, 247.84, 66025, 163.64, 2753, 30085, 45.57
ASHAPURMIN, EQ, 22-Sep-2020, 89.30, 90.00, 91.00, 84.85, 84.85, 85.00, 85.82, 283279, 243.10, 2147, 135658, 47.89
ASHIANA, EQ, 22-Sep-2020, 72.50, 71.50, 73.00, 68.90, 73.00, 71.45, 70.19, 65581, 46.03, 1032, 42740, 65.17
ASHIMASYN, EQ, 22-Sep-2020, 9.00, 8.70, 8.85, 8.55, 8.55, 8.55, 8.66, 28351, 2.46, 49, 27919, 98.48
ASHOKA, EQ, 22-Sep-2020, 67.95, 68.00, 68.50, 62.05, 65.90, 65.45, 64.93, 1443794, 937.48, 8824, 438790, 30.39
ASHOKLEY, EQ, 22-Sep-2020, 74.60, 74.60, 76.35, 70.75, 75.45, 74.45, 73.69, 91705200, 67581.79, 211652, 9363213, 10.21
ASIANHOTNR, EQ, 22-Sep-2020, 56.80, 56.05, 56.40, 54.50, 54.50, 54.70, 55.21, 3868, 2.14, 117, 2132, 55.12
ASIANPAINT, EQ, 22-Sep-2020, 1972.55, 1990.20, 1995.70, 1926.35, 1934.65, 1937.50, 1950.33, 1974860, 38516.26, 80009, 518806, 26.27
ASIANTILES, EQ, 22-Sep-2020, 300.65, 301.80, 304.75, 285.65, 301.85, 297.50, 292.66, 371021, 1085.85, 9732, 90758, 24.46
ASPINWALL, EQ, 22-Sep-2020, 134.25, 133.40, 140.25, 125.00, 131.00, 129.55, 131.42, 1254, 1.65, 87, 778, 62.04
ASTEC, EQ, 22-Sep-2020, 1177.05, 1184.90, 1184.90, 1022.55, 1102.00, 1096.15, 1098.56, 176882, 1943.16, 13055, 79772, 45.10
ASTERDM, EQ, 22-Sep-2020, 133.75, 133.75, 139.30, 125.45, 135.10, 136.35, 133.31, 233426, 311.18, 4581, 71511, 30.64
ASTRAL, EQ, 22-Sep-2020, 1102.20, 1100.00, 1104.95, 1065.55, 1075.80, 1071.55, 1082.73, 87854, 951.22, 8091, 41483, 47.22
ASTRAMICRO, EQ, 22-Sep-2020, 121.20, 121.00, 121.85, 113.50, 120.10, 119.95, 118.49, 623197, 738.43, 6687, 335693, 53.87
ASTRAZEN, EQ, 22-Sep-2020, 4407.65, 4450.00, 4450.00, 4210.05, 4380.00, 4366.60, 4335.62, 82334, 3569.69, 15661, 23516, 28.56
ASTRON, EQ, 22-Sep-2020, 42.40, 42.00, 42.90, 41.05, 42.85, 42.45, 41.87, 32996, 13.82, 256, 22434, 67.99
ATFL, EQ, 22-Sep-2020, 681.60, 681.60, 682.05, 662.50, 681.60, 676.60, 674.08, 10903, 73.49, 1467, 6342, 58.17
ATLANTA, EQ, 22-Sep-2020, 7.05, 7.05, 7.05, 6.70, 6.70, 6.70, 6.78, 16040, 1.09, 90, 11320, 70.57
ATLASCYCLE, BE, 22-Sep-2020, 44.85, 44.60, 47.00, 42.65, 46.55, 46.00, 44.76, 6267, 2.81, 87, -, -
ATUL, EQ, 22-Sep-2020, 6249.05, 6250.00, 6439.85, 6011.90, 6199.90, 6195.85, 6245.60, 53287, 3328.09, 12630, 18741, 35.17
ATULAUTO, EQ, 22-Sep-2020, 173.10, 174.40, 174.95, 167.00, 172.00, 170.95, 171.05, 61392, 105.01, 2223, 32254, 52.54
AUBANK, EQ, 22-Sep-2020, 695.75, 695.75, 695.75, 665.00, 667.15, 667.80, 673.78, 587935, 3961.41, 12848, 431695, 73.43
AURIONPRO, EQ, 22-Sep-2020, 78.10, 82.00, 82.00, 74.20, 74.25, 74.35, 76.62, 31525, 24.16, 364, 23371, 74.13
AUROPHARMA, EQ, 22-Sep-2020, 792.35, 798.25, 812.00, 768.00, 802.60, 799.10, 794.70, 5714064, 45409.60, 137170, 1225839, 21.45
AUSOMENT, EQ, 22-Sep-2020, 41.90, 41.55, 43.00, 38.00, 41.90, 41.55, 41.97, 14338, 6.02, 82, 12624, 88.05
AUTOAXLES, EQ, 22-Sep-2020, 746.95, 750.70, 755.95, 701.30, 716.50, 715.20, 724.76, 24219, 175.53, 3780, 12925, 53.37
AUTOIND, EQ, 22-Sep-2020, 30.00, 28.55, 29.00, 28.50, 28.75, 28.65, 28.62, 12736, 3.64, 204, 10890, 85.51
AUTOLITIND, EQ, 22-Sep-2020, 19.25, 19.00, 19.00, 17.65, 18.85, 18.45, 18.49, 4425, 0.82, 111, 3089, 69.81
AVADHSUGAR, EQ, 22-Sep-2020, 183.65, 184.05, 184.10, 172.10, 179.65, 179.55, 178.05, 36286, 64.61, 1428, 14788, 40.75
AVANTIFEED, EQ, 22-Sep-2020, 498.55, 498.00, 498.20, 475.00, 488.30, 486.75, 485.76, 350161, 1700.95, 13090, 94412, 26.96
AVTNPL, EQ, 22-Sep-2020, 45.70, 44.35, 45.25, 40.90, 44.50, 44.05, 43.45, 297154, 129.12, 1938, 130741, 44.00
AXISBANK, EQ, 22-Sep-2020, 423.35, 424.00, 426.65, 406.30, 412.75, 412.00, 416.85, 27558211, 114877.77, 270084, 6222525, 22.58
AXISCADES, EQ, 22-Sep-2020, 53.10, 53.10, 54.50, 50.80, 52.25, 51.35, 52.25, 46913, 24.51, 816, 26889, 57.32
AXISGOLD, EQ, 22-Sep-2020, 44.70, 43.65, 44.55, 43.65, 44.15, 44.10, 44.12, 124425, 54.89, 637, 94129, 75.65
AXISNIFTY, EQ, 22-Sep-2020, 115.93, 128.90, 128.90, 114.21, 115.00, 115.00, 115.10, 5707, 6.57, 78, 3280, 57.47
AYMSYNTEX, EQ, 22-Sep-2020, 25.50, 25.15, 26.00, 23.10, 25.00, 25.30, 24.52, 19833, 4.86, 418, 9364, 47.21
BAFNAPH, EQ, 22-Sep-2020, 29.85, 31.30, 31.30, 31.30, 31.30, 31.30, 31.30, 118, 0.04, 4, 118, 100.00
BAGFILMS, EQ, 22-Sep-2020, 2.55, 2.55, 2.60, 2.50, 2.55, 2.55, 2.53, 74108, 1.87, 53, 54108, 73.01
BAJAJ-AUTO, EQ, 22-Sep-2020, 2986.70, 2984.20, 3009.45, 2942.10, 2982.00, 2985.85, 2979.66, 690801, 20583.52, 36403, 161181, 23.33
BAJAJCON, EQ, 22-Sep-2020, 180.35, 179.00, 179.50, 168.50, 174.50, 174.80, 173.79, 561623, 976.05, 9650, 211264, 37.62
BAJAJELEC, EQ, 22-Sep-2020, 472.95, 474.75, 475.95, 442.05, 455.60, 456.70, 456.62, 190001, 867.58, 8958, 32838, 17.28
