SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 28-Apr-2020, 28.75, 28.20, 30.00, 27.90, 29.00, 29.05, 28.84, 77278, 22.29, 483, 26921, 34.84
3IINFOTECH, EQ, 28-Apr-2020, 1.65, 1.65, 1.65, 1.55, 1.65, 1.60, 1.59, 2123345, 33.84, 1325, 1347690, 63.47
3MINDIA, EQ, 28-Apr-2020, 19505.15, 19799.00, 19799.00, 18811.00, 19335.00, 19297.95, 19354.01, 1370, 265.15, 871, 608, 44.38
5PAISA, EQ, 28-Apr-2020, 148.95, 148.95, 155.00, 148.95, 155.00, 153.10, 152.06, 9856, 14.99, 221, 8163, 82.82
617GS2021, GS, 28-Apr-2020, 88.00, 92.30, 92.35, 92.30, 92.35, 92.35, 92.30, 60, 0.06, 2, 60, 100.00
618GS2024, GS, 28-Apr-2020, 99.99, 95.05, 95.05, 95.05, 95.05, 95.05, 95.05, 100, 0.10, 2, 100, 100.00
63MOONS, BE, 28-Apr-2020, 56.60, 59.00, 59.40, 56.25, 59.40, 58.70, 58.18, 8699, 5.06, 127, -, -
645GS2029, GS, 28-Apr-2020, 102.50, 105.00, 105.00, 100.00, 100.00, 100.00, 100.14, 500, 0.50, 13, 500, 100.00
706GS2046, GS, 28-Apr-2020, 95.01, 99.50, 99.50, 99.50, 99.50, 99.50, 99.50, 9, 0.01, 1, 9, 100.00
737GS2023, GS, 28-Apr-2020, 99.50, 100.01, 100.01, 100.01, 100.01, 100.01, 100.01, 200, 0.20, 2, 200, 100.00
759GS2026, GS, 28-Apr-2020, 100.80, 105.00, 105.00, 105.00, 105.00, 105.00, 105.00, 10, 0.01, 1, 10, 100.00
75GS2034, GS, 28-Apr-2020, 101.99, 107.00, 107.08, 107.00, 107.08, 107.08, 107.07, 110, 0.12, 2, 110, 100.00
769GS2043, GS, 28-Apr-2020, 110.00, 115.00, 115.00, 115.00, 115.00, 115.00, 115.00, 190, 0.22, 3, 190, 100.00
A2ZINFRA, EQ, 28-Apr-2020, 3.85, 4.00, 4.00, 3.80, 3.85, 3.85, 3.87, 393071, 15.22, 347, 279595, 71.13
AARON, SM, 28-Apr-2020, 40.25, 40.20, 40.20, 40.20, 40.20, 40.20, 40.20, 3300, 1.33, 1, 3300, 100.00
AARTIDRUGS, EQ, 28-Apr-2020, 740.35, 749.05, 766.70, 732.00, 746.00, 743.95, 751.33, 94788, 712.17, 4881, 25861, 27.28
AARTIIND, EQ, 28-Apr-2020, 1017.30, 1045.00, 1115.00, 1043.00, 1113.00, 1105.45, 1088.29, 1366824, 14874.94, 63212, 363323, 26.58
AARVEEDEN, EQ, 28-Apr-2020, 9.25, 9.15, 9.40, 9.10, 9.35, 9.25, 9.18, 3416, 0.31, 34, 3034, 88.82
AAVAS, EQ, 28-Apr-2020, 1144.65, 1140.00, 1174.90, 1140.00, 1155.00, 1152.25, 1153.82, 13391, 154.51, 994, 11161, 83.35
ABAN, BE, 28-Apr-2020, 19.30, 18.35, 20.25, 18.35, 20.25, 20.20, 19.80, 126927, 25.13, 649, -, -
ABB, EQ, 28-Apr-2020, 883.35, 892.50, 906.45, 868.00, 871.80, 873.40, 880.70, 138324, 1218.22, 6352, 93340, 67.48
ABBOTINDIA, EQ, 28-Apr-2020, 16981.05, 17125.00, 17535.00, 16935.00, 17047.00, 16975.05, 17223.15, 28443, 4898.78, 8291, 13705, 48.18
ABCAPITAL, EQ, 28-Apr-2020, 48.35, 48.85, 51.20, 48.30, 50.50, 50.65, 49.92, 2221271, 1108.90, 9734, 732303, 32.97
ABFRL, EQ, 28-Apr-2020, 115.95, 115.95, 118.00, 114.75, 115.10, 115.15, 115.61, 1959403, 2265.30, 11106, 1528998, 78.03
ABSLBANETF, EQ, 28-Apr-2020, 231.00, 215.00, 216.30, 215.00, 216.30, 216.30, 216.24, 22, 0.05, 3, 22, 100.00
ABSLFTQVDG, MF, 28-Apr-2020, 8.30, 8.50, 8.50, 8.50, 8.50, 8.50, 8.50, 45000, 3.83, 3, 45000, 100.00
ABSLNN50ET, EQ, 28-Apr-2020, 218.00, 225.00, 236.81, 225.00, 236.81, 236.81, 225.06, 201, 0.45, 2, 201, 100.00
ACC, EQ, 28-Apr-2020, 1137.90, 1158.00, 1158.00, 1122.00, 1132.00, 1126.50, 1137.12, 1094422, 12444.90, 35480, 324185, 29.62
ACCELYA, EQ, 28-Apr-2020, 902.15, 903.00, 910.00, 900.00, 905.00, 904.35, 904.83, 15715, 142.19, 268, 9931, 63.19
ACCURACY, SM, 28-Apr-2020, 16.80, 17.45, 17.45, 17.45, 17.45, 17.45, 17.45, 1600, 0.28, 1, 1600, 100.00
ACE, EQ, 28-Apr-2020, 45.35, 46.90, 46.90, 45.10, 46.10, 45.65, 45.80, 94897, 43.46, 1026, 45165, 47.59
ADANIENT, EQ, 28-Apr-2020, 134.60, 135.95, 141.90, 135.05, 138.90, 139.30, 139.89, 5721209, 8003.30, 42803, 1090566, 19.06
ADANIGAS, EQ, 28-Apr-2020, 98.50, 98.95, 107.20, 98.60, 104.00, 104.10, 104.26, 6102925, 6362.63, 42663, 1015032, 16.63
ADANIGREEN, EQ, 28-Apr-2020, 200.65, 201.00, 204.65, 198.10, 202.90, 203.65, 202.37, 339070, 686.18, 4506, 232662, 68.62
ADANIPORTS, EQ, 28-Apr-2020, 271.15, 271.15, 274.70, 270.00, 273.95, 272.95, 272.55, 1808291, 4928.44, 23592, 659309, 36.46
ADANIPOWER, EQ, 28-Apr-2020, 30.85, 29.00, 30.70, 29.00, 30.10, 30.15, 29.84, 17621342, 5259.06, 35732, 2127925, 12.08
ADANITRANS, EQ, 28-Apr-2020, 199.60, 199.85, 202.50, 194.30, 200.05, 200.95, 199.89, 281728, 563.13, 8551, 196020, 69.58
ADFFOODS, EQ, 28-Apr-2020, 197.40, 195.60, 204.30, 195.60, 203.00, 200.00, 200.01, 3938, 7.88, 164, 2273, 57.72
ADHUNIKIND, EQ, 28-Apr-2020, 19.15, 20.10, 20.10, 20.10, 20.10, 20.10, 20.10, 3058, 0.61, 18, 3058, 100.00
ADORWELD, EQ, 28-Apr-2020, 232.15, 241.00, 241.00, 232.15, 234.90, 234.15, 233.62, 2579, 6.03, 107, 1580, 61.26
ADROITINFO, BE, 28-Apr-2020, 5.55, 5.55, 5.55, 5.50, 5.50, 5.50, 5.55, 116, 0.01, 4, -, -
ADSL, EQ, 28-Apr-2020, 12.60, 13.55, 13.55, 12.70, 12.85, 12.80, 12.87, 16713, 2.15, 82, 12895, 77.16
ADVANIHOTR, EQ, 28-Apr-2020, 40.05, 40.05, 41.15, 39.65, 40.15, 40.15, 40.16, 2086, 0.84, 33, 1218, 58.39
ADVENZYMES, EQ, 28-Apr-2020, 140.55, 145.00, 145.55, 137.00, 138.75, 138.30, 139.12, 86733, 120.67, 2049, 54601, 62.95
AEGISCHEM, EQ, 28-Apr-2020, 172.75, 173.50, 175.00, 167.00, 169.05, 169.15, 170.02, 56527, 96.11, 1244, 40249, 71.20
AFFLE, BE, 28-Apr-2020, 1420.85, 1420.30, 1420.30, 1370.00, 1384.00, 1381.00, 1384.78, 20870, 289.00, 3913, -, -
AGARIND, EQ, 28-Apr-2020, 59.25, 60.25, 62.90, 57.95, 62.00, 61.55, 59.78, 3748, 2.24, 105, 1597, 42.61
AGCNET, BE, 28-Apr-2020, 255.00, 245.50, 255.00, 242.25, 255.00, 244.85, 245.12, 8312, 20.37, 61, -, -
AGRITECH, EQ, 28-Apr-2020, 31.45, 30.10, 31.00, 30.00, 30.00, 30.10, 30.32, 5818, 1.76, 125, 4113, 70.69
AGROPHOS, EQ, 28-Apr-2020, 9.35, 9.80, 9.80, 9.80, 9.80, 9.80, 9.80, 5958, 0.58, 32, 5958, 100.00
AHLEAST, EQ, 28-Apr-2020, 133.70, 133.00, 133.70, 133.00, 133.00, 133.15, 133.08, 1745, 2.32, 13, 1741, 99.77
AHLUCONT, EQ, 28-Apr-2020, 177.65, 181.00, 182.50, 176.10, 182.50, 181.75, 180.20, 5594, 10.08, 251, 4411, 78.85
AHLWEST, BE, 28-Apr-2020, 265.00, 253.00, 253.00, 253.00, 253.00, 253.00, 253.00, 100, 0.25, 1, -, -
AIAENG, EQ, 28-Apr-2020, 1479.75, 1464.00, 1508.95, 1464.00, 1490.00, 1490.25, 1486.22, 20732, 308.12, 1991, 12298, 59.32
AIONJSW, BE, 28-Apr-2020, 11.75, 11.75, 12.30, 11.75, 12.00, 11.90, 11.86, 7686, 0.91, 28, -, -
AIRAN, EQ, 28-Apr-2020, 10.45, 10.30, 10.90, 8.55, 10.45, 10.40, 9.97, 19177, 1.91, 215, 10663, 55.60
AISL, SM, 28-Apr-2020, 16.60, 16.60, 16.60, 16.60, 16.60, 16.60, 16.60, 1200, 0.20, 1, 1200, 100.00
AJANTPHARM, EQ, 28-Apr-2020, 1506.10, 1530.00, 1549.80, 1482.00, 1494.00, 1494.60, 1517.38, 207852, 3153.90, 16526, 76860, 36.98
AJMERA, EQ, 28-Apr-2020, 86.80, 85.90, 89.60, 83.00, 84.50, 83.90, 85.24, 51156, 43.60, 855, 20886, 40.83
AKSHARCHEM, EQ, 28-Apr-2020, 199.65, 221.00, 239.55, 210.25, 230.00, 228.05, 231.82, 177443, 411.34, 6041, 56863, 32.05
AKSHOPTFBR, EQ, 28-Apr-2020, 5.80, 6.05, 6.05, 5.55, 5.55, 5.55, 5.69, 255735, 14.54, 424, 163096, 63.78
AKZOINDIA, EQ, 28-Apr-2020, 2049.25, 2079.95, 2079.95, 1999.90, 2031.90, 2023.00, 2026.03, 6759, 136.94, 1429, 3158, 46.72
ALANKIT, EQ, 28-Apr-2020, 18.20, 19.10, 19.10, 19.10, 19.10, 19.10, 19.10, 26241, 5.01, 127, 26241, 100.00
ALBERTDAVD, EQ, 28-Apr-2020, 484.40, 498.95, 498.95, 469.95, 473.90, 473.30, 480.17, 45051, 216.32, 2211, 13299, 29.52
ALCHEM, BE, 28-Apr-2020, 1.95, 2.00, 2.00, 2.00, 2.00, 2.00, 2.00, 18655, 0.37, 39, -, -
ALEMBICLTD, EQ, 28-Apr-2020, 53.05, 53.40, 53.60, 50.70, 51.40, 51.15, 51.50, 182792, 94.13, 3661, 118349, 64.75
ALICON, EQ, 28-Apr-2020, 237.00, 237.00, 240.00, 231.90, 235.15, 236.45, 238.40, 643, 1.53, 72, 488, 75.89
ALKALI, EQ, 28-Apr-2020, 35.70, 37.95, 42.80, 36.40, 42.80, 42.80, 41.07, 72637, 29.83, 711, 27018, 37.20
ALKEM, EQ, 28-Apr-2020, 2777.50, 2801.00, 2801.00, 2664.90, 2700.00, 2699.80, 2704.80, 155012, 4192.76, 16816, 75250, 48.54
ALKYLAMINE, EQ, 28-Apr-2020, 1921.90, 1950.00, 1999.90, 1836.00, 1870.00, 1871.60, 1911.40, 67812, 1296.16, 8403, 33233, 49.01
ALLCARGO, EQ, 28-Apr-2020, 70.95, 70.55, 72.80, 70.55, 72.00, 71.95, 71.56, 45196, 32.34, 1104, 26273, 58.13
ALLSEC, EQ, 28-Apr-2020, 163.70, 165.00, 171.85, 163.90, 171.85, 171.45, 169.33, 4163, 7.05, 103, 3832, 92.05
ALMONDZ, EQ, 28-Apr-2020, 11.10, 10.60, 11.10, 10.60, 11.00, 11.00, 10.65, 4321, 0.46, 23, 4270, 98.82
ALOKINDS, EQ, 28-Apr-2020, 7.00, 6.65, 6.65, 6.65, 6.65, 6.65, 6.65, 3490180, 232.10, 4445, 3490174, 100.00
ALPA, EQ, 28-Apr-2020, 21.50, 22.55, 22.55, 20.60, 21.70, 21.80, 21.68, 138748, 30.09, 660, 66855, 48.18
ALPHAGEO, EQ, 28-Apr-2020, 174.75, 172.25, 175.00, 169.10, 170.75, 171.25, 171.74, 12917, 22.18, 372, 9034, 69.94
ALPSINDUS, BE, 28-Apr-2020, 0.85, 0.85, 0.90, 0.80, 0.90, 0.85, 0.81, 63785, 0.52, 56, -, -
AMARAJABAT, EQ, 28-Apr-2020, 541.65, 547.50, 557.00, 544.00, 545.00, 545.55, 550.08, 896837, 4933.33, 23154, 149773, 16.70
AMBER, EQ, 28-Apr-2020, 1089.00, 1094.95, 1104.90, 1075.95, 1082.00, 1085.85, 1084.73, 39174, 424.93, 4735, 21886, 55.87
AMBIKCO, EQ, 28-Apr-2020, 654.70, 670.00, 688.00, 659.20, 683.55, 673.50, 677.60, 2996, 20.30, 260, 2410, 80.44
AMBUJACEM, EQ, 28-Apr-2020, 172.30, 179.00, 179.00, 166.85, 167.40, 167.70, 172.57, 13325718, 22996.46, 85543, 3724113, 27.95
AMDIND, EQ, 28-Apr-2020, 12.65, 13.00, 13.40, 12.35, 13.40, 13.15, 12.69, 3733, 0.47, 40, 2607, 69.84
AMJLAND, EQ, 28-Apr-2020, 15.45, 15.05, 15.30, 14.65, 15.00, 15.00, 15.03, 5326, 0.80, 42, 4344, 81.56
AMJUMBO, SM, 28-Apr-2020, 7.25, 7.60, 7.60, 7.60, 7.60, 7.60, 7.60, 8000, 0.61, 1, 8000, 100.00
AMRUTANJAN, EQ, 28-Apr-2020, 394.30, 395.05, 402.00, 393.55, 394.00, 395.55, 397.70, 38305, 152.34, 3112, 18231, 47.59
ANANTRAJ, EQ, 28-Apr-2020, 16.80, 16.90, 16.90, 16.15, 16.75, 16.80, 16.67, 62871, 10.48, 317, 43468, 69.14
ANDHRACEMT, BE, 28-Apr-2020, 3.55, 3.40, 3.40, 3.40, 3.40, 3.40, 3.40, 64899, 2.21, 305, -, -
ANDHRAPAP, EQ, 28-Apr-2020, 184.80, 185.05, 190.05, 182.00, 189.90, 187.60, 186.08, 6700, 12.47, 252, 4325, 64.55
ANDHRSUGAR, EQ, 28-Apr-2020, 223.55, 230.95, 234.70, 225.15, 234.70, 234.70, 233.83, 31061, 72.63, 627, 26274, 84.59
ANIKINDS, BE, 28-Apr-2020, 9.75, 9.30, 9.75, 9.30, 9.30, 9.30, 9.46, 2896, 0.27, 23, -, -
ANSALAPI, EQ, 28-Apr-2020, 5.65, 5.90, 5.90, 5.80, 5.90, 5.90, 5.89, 58886, 3.47, 107, 58284, 98.98
ANSALHSG, EQ, 28-Apr-2020, 3.15, 3.30, 3.30, 3.30, 3.30, 3.30, 3.30, 61895, 2.04, 49, 59895, 96.77
ANUP, EQ, 28-Apr-2020, 296.10, 301.95, 310.90, 297.95, 306.95, 306.00, 303.37, 14166, 42.98, 424, 11937, 84.27
APARINDS, EQ, 28-Apr-2020, 294.20, 299.95, 302.90, 292.00, 300.00, 300.20, 296.19, 10122, 29.98, 353, 7296, 72.08
APCL, EQ, 28-Apr-2020, 104.90, 105.05, 107.80, 100.95, 104.00, 103.90, 103.44, 5022, 5.19, 193, 3241, 64.54
APCOTEXIND, EQ, 28-Apr-2020, 111.60, 113.50, 115.00, 105.00, 106.60, 106.40, 107.74, 50709, 54.63, 1363, 31485, 62.09
APEX, EQ, 28-Apr-2020, 228.05, 228.05, 236.50, 220.80, 227.75, 228.50, 230.99, 749991, 1732.40, 20141, 157652, 21.02
APLAPOLLO, EQ, 28-Apr-2020, 1257.50, 1275.60, 1289.05, 1222.60, 1250.10, 1242.95, 1244.60, 24501, 304.94, 3293, 12353, 50.42
APLLTD, EQ, 28-Apr-2020, 817.30, 835.00, 835.00, 758.20, 764.00, 761.85, 783.25, 810661, 6349.51, 41541, 343491, 42.37
APOLLO, EQ, 28-Apr-2020, 61.40, 62.50, 69.70, 61.50, 66.95, 67.05, 66.74, 258801, 172.74, 3151, 64207, 24.81
APOLLOHOSP, EQ, 28-Apr-2020, 1418.90, 1429.80, 1458.20, 1417.05, 1418.75, 1426.45, 1440.19, 1214114, 17485.49, 80624, 338075, 27.85
APOLLOPIPE, EQ, 28-Apr-2020, 284.55, 295.65, 300.00, 280.00, 299.95, 296.15, 292.20, 16182, 47.28, 606, 11021, 68.11
APOLLOTYRE, EQ, 28-Apr-2020, 89.70, 90.90, 92.40, 89.20, 89.70, 89.50, 90.24, 3697667, 3336.68, 23551, 672216, 18.18
APOLSINHOT, EQ, 28-Apr-2020, 510.35, 512.00, 525.00, 509.95, 524.50, 524.50, 515.79, 214, 1.10, 114, 138, 64.49
APTECHT, EQ, 28-Apr-2020, 104.25, 104.25, 105.65, 102.00, 102.50, 102.25, 103.21, 168451, 173.86, 2484, 61448, 36.48
ARCHIDPLY, EQ, 28-Apr-2020, 21.60, 21.50, 22.30, 20.25, 22.30, 22.15, 21.64, 105832, 22.90, 829, 41782, 39.48
ARCHIES, BE, 28-Apr-2020, 11.25, 10.90, 11.65, 10.90, 11.30, 11.05, 11.06, 9630, 1.07, 65, -, -
ARCOTECH, EQ, 28-Apr-2020, 1.45, 1.45, 1.50, 1.45, 1.50, 1.50, 1.49, 18985, 0.28, 51, 15984, 84.19
ARENTERP, EQ, 28-Apr-2020, 9.55, 9.10, 10.00, 9.10, 10.00, 10.00, 9.96, 1571, 0.16, 14, 1556, 99.05
ARIES, EQ, 28-Apr-2020, 57.10, 57.90, 60.80, 52.00, 58.30, 59.25, 59.17, 234262, 138.60, 1691, 51884, 22.15
ARIHANT, EQ, 28-Apr-2020, 13.80, 13.10, 14.30, 12.60, 13.80, 13.80, 13.14, 837, 0.11, 23, 626, 74.79
ARIHANTSUP, EQ, 28-Apr-2020, 18.55, 19.25, 19.45, 17.65, 17.90, 17.95, 18.29, 29130, 5.33, 597, 20183, 69.29
ARMANFIN, EQ, 28-Apr-2020, 379.25, 361.00, 395.90, 360.30, 394.00, 388.70, 378.27, 15269, 57.76, 900, 6982, 45.73
AROGRANITE, EQ, 28-Apr-2020, 23.60, 23.60, 24.50, 22.65, 23.30, 22.85, 23.14, 2994, 0.69, 63, 2411, 80.53
ARROWGREEN, BE, 28-Apr-2020, 36.25, 34.50, 37.70, 34.50, 36.15, 36.15, 36.21, 1098, 0.40, 15, -, -
ARSHIYA, EQ, 28-Apr-2020, 11.35, 11.90, 11.90, 11.90, 11.90, 11.90, 11.90, 6995, 0.83, 19, 6995, 100.00
ARSSINFRA, BE, 28-Apr-2020, 13.00, 13.00, 13.65, 13.00, 13.30, 13.25, 13.24, 2730, 0.36, 20, -, -
ARTEDZ, SZ, 28-Apr-2020, 20.65, 21.40, 21.40, 21.40, 21.40, 21.40, 21.40, 27000, 5.78, 1, 27000, 100.00
ARTEMISMED, EQ, 28-Apr-2020, 155.60, 164.95, 164.95, 151.05, 152.00, 152.15, 153.28, 546, 0.84, 36, 417, 76.37
ARVIND, EQ, 28-Apr-2020, 23.85, 24.40, 24.40, 23.60, 24.00, 23.95, 23.90, 931406, 222.57, 3629, 295131, 31.69
ARVINDFASN, EQ, 28-Apr-2020, 140.60, 140.60, 142.00, 136.40, 137.10, 137.70, 138.36, 43340, 59.96, 2379, 29455, 67.96
ARVSMART, EQ, 28-Apr-2020, 63.10, 62.95, 64.05, 62.00, 63.50, 63.00, 62.97, 8076, 5.09, 278, 4888, 60.53
